Dates,HG1_Comdty,Momentum,Basis,Basis_Momentum,Skewness,Inflation_Beta,Volatility,Open_Interest,Value,Return,Log Return
2011-12-30,343.6,-0.101229400993984,0.003346915017462,-0.101229400993984,-0.475380719076914,0.0615708604367389,0.321329307460491,5944,-0.0565054420051198,1.0229551451187335,0.02269563959445712
2012-01-31,379.0,-0.147740049471554,0.0029023746701848,-0.147740049471554,-0.774204083874196,0.0615708604367389,0.246296935429646,30799,-0.15016701431796,0.98658756770699,-0.01350319141029289
2012-02-29,387.05,-0.131882920264663,0.0023252809714506,-0.131882920264663,-0.806534979084153,0.0616460181062536,0.250395850633999,1354,-0.179097203707056,1.0,0.0
2012-03-30,382.5,-0.145824028584189,0.0022222222222223,-0.145824028584189,-0.771339534029333,0.060645617182418,0.254596015243642,-6505,-0.164147834579843,0.8784912555468546,-0.12954932524988122
2012-04-30,383.35,-0.0797023166486618,-0.001043432894222,-0.0797023166486618,-0.90334372576503,0.060645617182418,0.27654880781976,-1239,-0.166367591318156,1.0,0.0
2012-05-31,336.55,-0.192053775057016,0.0023770613578963,-0.192053775057016,-0.67169500853043,0.0656106365636449,0.445869789489943,7316,-0.0352529599858995,0.9781053234115625,-0.0221379220958974
2012-06-29,349.0,-0.16457211250748,0.0018624641833811,-0.16457211250748,-0.71879028202653,0.0683331695378624,0.418349187965064,-11945,-0.069594259816391,1.0,0.0
2012-07-31,341.75,-0.237080031253488,0.0033650329188001,-0.237080031253488,-0.518985197837971,0.0683331695378624,0.457893222001707,2006,-0.0435901575033487,1.0877674956622323,0.08412742675704026
2012-08-31,345.4,-0.228931800424155,0.0008685581933989,-0.228931800424155,-0.599540733490564,0.0645727360395915,0.576762850474196,-6039,-0.0250768563727165,0.9990695201382428,-0.0009309130268655586
2012-09-28,375.8,-0.10245999522331,0.0021287919105907,-0.10245999522331,-0.787647806820864,0.0634029028552072,0.55782567995547,12854,-0.0938322056668365,1.0349680170575692,0.03437052484622159
2012-10-31,351.75,0.115958121827411,0.0031272210376689,0.115958121827411,0.231534610437397,0.0634029028552072,0.795059274910013,7209,-0.0011268716285421,1.0019228128004394,0.0019209665621748259
2012-11-30,362.95,-0.0006883259911891,0.0056481609037057,-0.0006883259911891,-0.17489131478728,0.0583048479158889,0.717854209232528,-16052,-0.0310601353182916,1.0013708019191228,0.0013698632279139041
2012-12-31,365.25,0.063009313154831,0.0026009582477755,0.063009313154831,-0.394209814108573,0.0760649761580334,0.865420480636301,5802,-0.0240841962985493,0.947883172561629,-0.053524020015741525
2013-01-31,373.2,0.0861466821885912,0.0034833869239014,0.0861466821885912,-0.464939643729123,0.0776581974697084,0.696086699063146,30601,-0.0435494684961539,0.9616961130742049,-0.03905676899568606
2013-02-28,352.75,-0.0692612137203165,0.0056697377746279,-0.0692612137203165,-0.545705361280775,0.0662145023618355,1.16670635009328,-16596,0.0110420480549187,1.0,0.0
2013-03-29,340.2,-0.121043792791629,0.0058788947677836,-0.121043792791629,-0.338901612818657,0.0640481015661854,1.45427163914047,19078,0.0458693601722673,1.0337519623233908,0.03319486561117233
2013-04-30,318.75,-0.166666666666667,0.0,-0.166666666666667,-0.176897373092036,0.0650369200106279,299.517575482319,-13589,0.0948941693386337,1.0,0.0
2013-05-31,329.25,-0.141124298943524,0.0045558086560364,-0.141124298943524,-0.241951927541813,0.0637445211572008,2.27317471795928,-693,-0.0180463292433186,1.0206185567010309,0.020408871631207033
2013-06-28,305.05,-0.0935967909671667,0.0022947057859366,-0.0935967909671667,0.159694375760881,0.0637445211572008,2.37331137538306,9675,0.0602678181944678,1.0,0.0
2013-07-31,311.85,-0.106446991404011,0.0051306717973382,-0.106446991404011,0.194451076681713,0.0637445211572008,5.07935521957953,-8653,-0.0460097802373846,1.0288104089219332,0.02840319198690727
2013-08-30,322.5,-0.0563277249451353,0.0024806201550386,-0.0563277249451353,-0.0074955276607584,0.080503247253745,2.68812362540267,-19848,-0.126438453929167,1.0006022282445046,0.0006020469778476642
2013-09-30,332.3,-0.115753060138371,0.0030093289196508,-0.115753060138371,-0.321652964320303,0.080503247253745,2.22169256569699,4748,-0.186437750683818,0.9762157248901681,-0.024071687391905905
2013-10-31,330.05,-0.121740287386908,0.0025753673685804,-0.121740287386908,-0.350599264156123,0.0804079644287472,6.65294642989975,5531,-0.257678999341131,1.0594351334574799,0.057735873121415336
2013-11-29,323.05,-0.0815920398009949,-0.0078935149357685,-0.0815920398009949,-0.466196465731592,0.0042644965988786,3.79539414947387,-2666,-0.290030260837448,0.9950197744250767,-0.004992668226978556
2013-12-31,339.65,-0.0641961702713869,-0.0033858383630206,-0.0641961702713869,-0.363160610219518,0.0042644965988786,8.65235316667206,12888,-0.383983960284302,1.0042227087894902,0.004213818174261626
2014-01-31,319.7,-0.124709103353867,0.0001563966218329,-0.124709103353867,-0.135939252780016,0.0015286912335657,0.671582122213332,-15784,-0.366665320003465,0.9423765768571873,-0.05935032117172692
2014-02-28,323.85,-0.132234726688103,-0.0157480314960631,-0.132234726688103,-0.114830154937075,0.0014579027660097,0.702790685599001,-7268,-0.435477154936196,1.0,0.0
2014-03-31,302.55,-0.110670194003527,-0.0011568335812263,-0.110670194003527,-0.23671823307665,-0.0002249776508652,0.551538097974924,11148,-0.363693181635589,1.0303480125350488,0.029896621421839364
2014-04-30,302.95,-0.109494415049971,-0.0006601749463607,-0.109494415049971,-0.295210715595569,-0.000298333401737,0.717908594422923,-14074,-0.362220162292136,1.0,0.0
2014-05-30,312.35,-0.0200784313725491,-0.0025612293901072,-0.0200784313725491,-0.589302872682797,0.0025293125242234,0.835547482117019,11679,-0.323884383434738,1.0106349702846418,0.010578816764656733
2014-06-30,318.8,0.0450745779380433,0.004861982434128,0.0450745779380433,-0.730618018562706,0.0025293125242234,0.920327615740646,-8121,-0.344323976411219,1.0000000000000002,2.2204460492503128e-16
2014-07-31,323.1,0.0591706277659403,0.0027855153203342,0.0591706277659403,-0.816554014954601,0.0023447432218767,0.685173277866225,27085,-0.235636799788897,0.9559618441971383,-0.04503727865491759
2014-08-29,313.5,0.0052910052910053,0.0081339712918659,0.0052910052910053,-0.530917276622633,0.0152438532977731,0.611224804445102,-35616,-0.150149303853182,1.000332612672543,0.0003325573692106717
2014-09-30,300.75,-0.0674418604651162,0.0016625103906899,-0.0674418604651162,-0.252353736544815,0.010685394423082,0.66311173458192,24316,-0.108629298634995,0.9389563505086972,-0.06298628593559867
2014-10-31,304.7,-0.0830574781823654,-0.0026255333114538,-0.0830574781823654,-0.23842961226559,0.0089436900466815,6.72280610774335,2313,-0.0568614519068009,0.989863684026564,-0.010188038236500024
2014-11-28,286.0,-0.133464626571732,-0.0048951048951048,-0.133464626571732,-0.109057109749856,0.0089436900466815,0.405907416186071,1360,0.0300933188773136,0.9977048022598871,-0.0022978357437122548
2014-12-31,282.55,-0.125367590156322,-0.0007078393204742,-0.125367590156322,-0.15930801878667,0.0089436900466815,0.509895471085353,-3627,0.0653353735702721,1.0837843255161357,0.08045892152096765
2015-01-30,249.45,-0.265567495951715,-0.0016035277610743,-0.265567495951715,-0.589982721547579,0.0120514751688466,0.337555640754655,22643,0.216444939467016,1.013501017199926,0.013410690560056261
2015-02-27,271.6,-0.150453550203316,-0.0090206185567012,-0.150453550203316,-0.194353326839226,0.0120514751688466,0.310301315203297,-19060,0.144040305660794,1.0,0.0
2015-03-31,274.0,-0.153929288250734,0.0009124087591241,-0.153929288250734,-0.182365388893792,0.0120514751688466,0.30775782179289,6107,0.161088935055544,0.9452529452529452,-0.05630272037046349
2015-04-30,288.65,-0.0459428193686996,0.0,-0.0459428193686996,-0.438031791726567,0.0108612459882746,0.393741403860454,-8508,0.13062072627928,1.0,0.0
2015-05-29,272.8,-0.0995213731638881,0.00274926686217,-0.0995213731638881,-0.240764844240854,0.0078092626238034,0.324354382721965,2281,0.195517142771325,0.9020992366412215,-0.10303074652185136
2015-06-30,262.35,-0.160076836881703,-0.0032399466361731,-0.160076836881703,-0.014927505560469,0.0017287946714305,0.327092468498793,2380,0.25137971919164,0.9999999999999999,-1.1102230246251565e-16
2015-07-31,236.35,-0.258626097867001,0.0055003173259995,-0.258626097867001,0.154834320112514,-0.0031680242834362,0.257440722537177,6110,0.41582426024593,1.0010681478316599,0.0010675777676703612
2015-08-31,233.8,-0.254226475279107,-0.0002138579982892,-0.254226475279107,0.199012615732636,-0.0024259146389814,0.264730099860734,-14901,0.454420461108039,0.9991463935125906,-0.0008539710168849842
2015-09-30,234.1,-0.253269537480064,0.0017086715079026,-0.253269537480064,0.121924437625226,-0.0026854061245131,0.181236487135191,-4957,0.453138135649142,0.8828478964401294,-0.12460235092843848
2015-10-30,231.75,-0.229426433915212,0.003883495145631,-0.229426433915212,0.0126254882050465,-0.0027238466274761,0.176987017273567,13780,0.488726111207423,1.0410557184750733,0.04023531219189897
2015-11-30,204.45,-0.28513986013986,0.0019564685742234,-0.28513986013986,0.0291753210053687,-0.0027238466274761,0.175231427413122,12459,0.623732793423172,1.0023474178403755,0.0023446669592540547
2015-12-31,213.5,-0.253496503496503,0.0030444964871194,-0.253496503496503,-0.106775979274807,-0.0072975010173366,0.182452607067305,-13128,0.610808709269708,1.0304789550072568,0.030023699021702478
2016-01-29,206.7,-0.26844806228986,0.0021770682148041,-0.26844806228986,-0.0417856583361302,-0.0240864147596841,0.168957879556561,34921,0.672922447889725,1.0248826291079811,0.024578097846472993
2016-02-29,212.85,-0.216310751104565,0.0018792576932111,-0.216310751104565,-0.432280137495328,-0.0257690473734961,0.172860051761219,-39346,0.658704791058618,1.0000000000000002,2.2204460492503128e-16
2016-03-31,218.3,-0.196244477172312,0.0036646816307832,-0.196244477172312,-0.551436608720623,-0.0238780437081258,0.221250882059438,26328,0.630896466414302,0.9188774391580793,-0.08460252878662901
2016-04-29,227.9,-0.168248175182481,0.0019745502413339,-0.168248175182481,-0.531761452264725,-0.0224844729509608,0.25718669032797,-9876,0.59697916619557,1.0000000000000002,2.2204460492503128e-16
2016-05-31,209.55,-0.231854838709677,0.0033404915294679,-0.231854838709677,-0.435702306316085,-0.0224844729509608,0.251071263102934,39460,0.668235438920618,1.0127649874629587,0.012684201769694488
2016-06-30,219.45,-0.195564516129032,0.0004556846662111,-0.195564516129032,-0.506127823706106,-0.01751182003322,0.319238314570425,-51128,0.614764444716072,1.0000000000000002,2.2204460492503128e-16
2016-07-29,222.15,-0.153230417381361,0.0042763898266935,-0.153230417381361,-0.684247399358272,-0.0161289794339066,0.335007818179646,18096,0.594518235430285,1.064399421128799,0.0624107162738225
2016-08-31,206.95,-0.124391791834144,0.0038656680357573,-0.124391791834144,-0.692499308326983,-0.0161289794339066,0.231064069998575,5882,0.649529280715234,1.0018128257421255,0.0018111845566959476
2016-09-30,221.05,-0.0545337895637297,0.0042976702103596,-0.0545337895637297,-0.656056895567961,-0.0108740631719955,0.298100758545273,-7386,0.570859512498272,1.190702947845805,0.1745438451969677
2016-10-31,220.5,-0.0485436893203884,0.0047619047619047,-0.0485436893203884,-0.63888488553024,-0.0018289392106052,0.266518533824335,16119,0.557735173912074,0.95296134069701,-0.048180942051057635
2016-11-30,262.15,0.131175836030205,0.0043868014495518,0.131175836030205,0.360900520782747,0.0017857260471497,0.944640233959484,36075,0.384716009780433,1.0013988808952838,0.0013979033729229547
2016-12-30,250.55,0.225483003179261,0.0025942925563757,0.225483003179261,0.735298098453982,0.0023569692493735,0.729697822195309,-10677,0.406257920664876,0.9928505957836847,-0.007175083675060234
2017-01-31,272.75,0.319545234639574,0.0040329972502293,0.319545234639574,0.481458231833299,0.0023569692493735,0.948510386085962,67593,0.285893122179947,0.9795051698670605,-0.020707763544027487
2017-02-28,270.4,0.30817610062893,0.0036982248520709,0.30817610062893,0.587250102220518,0.0021041359076625,1.39239616083288,-23767,0.294546402724318,1.0,0.0
2017-03-31,265.25,0.246182757810664,0.0058435438265787,0.246182757810664,0.694659417102656,0.0033806869717182,1.05475537653152,6807,0.300869583287624,0.9913544668587896,-0.008683122573460881
2017-04-28,259.65,0.189418231791113,0.0042364721740806,0.189418231791113,0.79507536224482,0.0033806869717182,1.55098682560298,-26970,0.332194533621647,1.0,0.0
2017-05-31,258.0,0.132075471698113,0.0050387596899226,0.132075471698113,0.946277047272238,0.0033806869717182,1.06646093697355,2226,0.336344449259209,1.068946395563771,0.06667348631769127
2017-06-30,269.9,0.287998091147697,0.0044460911448687,0.287998091147697,0.985865688311083,-0.018505153128874,1.71067702919067,15172,0.292371873241167,0.9999999999999998,-2.2204460492503136e-16
2017-07-31,289.15,0.30159801935629,0.0072626664361059,0.30159801935629,0.813606161567192,-0.0210620397047445,4.83316437829816,48815,0.230535786455739,0.9544865565273727,-0.046581720224191436
2017-08-31,307.9,0.386000450146297,0.0063332250730758,0.386000450146297,0.712800540035282,-0.0132872711109354,2.805535590891,14357,0.162145361841141,1.002884778550823,0.0028806255622305576
2017-09-29,295.5,0.4278811307079,0.0062605752961084,0.4278811307079,0.870375795247899,-0.0155014983351074,12.8140314502923,-56349,0.19324909467336,0.9822637858755239,-0.017895385645341974
2017-10-31,310.1,0.402850033928975,0.0064495324089004,0.402850033928975,0.946244248477055,-0.0155014983351074,1.45050664889316,27580,0.131249750156622,1.0802692055154302,0.07721027444106676
2017-11-30,303.7,0.377324263038548,0.0088903523213697,0.377324263038548,0.94364483666896,-0.0180805700554246,1.11190833536759,-33687,0.145066312881414,1.0030390518158334,0.0030344432326516323
2017-12-29,330.05,0.259012016021362,0.004393273746402,0.259012016021362,0.162354012215282,-0.0170937060583314,0.696583930530417,18338,0.0501027896000676,0.9765294946017836,-0.023750324716238926
2018-01-31,319.55,0.275394132907603,0.0061023314035362,0.275394132907603,0.202986445292531,-0.018420080237242,0.433370478909385,1744,0.0741638527480823,0.9695561608716554,-0.030916878311721286
2018-02-28,310.75,0.139321723189734,0.0080450522928399,0.139321723189734,0.444520197356571,-0.0218117784690707,0.66074157015169,-17013,0.102669851599887,1.0,0.0
2018-03-30,302.55,0.118897928994083,0.0067757395471823,0.118897928994083,0.466000576195435,-0.0062386430406847,0.76832413608055,22398,0.113212601730633,1.0004896360372124,0.0004895162046025939
2018-04-30,305.25,0.175621028307337,0.0070434070434068,0.175621028307337,0.254558004122008,-0.0062386430406847,0.767934156040525,-51430,0.104328041808149,1.0,0.0
2018-05-31,306.5,0.180435201232429,0.0065252854812398,0.180435201232429,0.315172506690922,-0.0069944363379813,0.709736777895177,23445,0.0916987885808746,0.9570728409667063,-0.04387577656288886
2018-06-29,295.1,0.143798449612403,0.005083022704168,0.143798449612403,0.322962624726072,-0.0056152292789211,0.911701563048728,2690,0.122878157500705,0.9999999999999998,-2.2204460492503136e-16
2018-07-31,283.15,0.0490922563912557,0.0075931485078581,0.0490922563912557,0.567678160365678,-0.0056152292789211,0.927702228338274,34464,0.155048724652138,1.0527009222661396,0.051359168370644734
2018-08-31,264.9,-0.0838665052740795,0.0083050207625521,-0.0838665052740795,0.751614980944048,-0.0087711560110814,0.704520514635268,-68233,0.210125418831314,1.0030395136778116,0.003034903695154111
2018-09-28,280.5,-0.0889899317960376,0.0071301247771835,-0.0889899317960376,0.749480850648346,-0.0087711560110814,0.511918312699454,6015,0.146276623396352,1.0470101541933057,0.045938630211290375
2018-10-31,265.9,-0.100169204737733,0.0071455434373826,-0.100169204737733,0.719143678412283,-0.0087711560110814,0.640492767834592,20710,0.185561209475639,0.9446839080459771,-0.05690489628249991
2018-11-30,277.75,-0.104321186713963,0.0036003600360035,-0.104321186713963,0.730217292538595,-0.0147267470855908,0.528636636529053,-44129,0.140420988407346,1.0003802281368823,0.0003801558684826884
2018-12-31,263.1,-0.202848053325254,0.0022805017103761,-0.202848053325254,0.735603900364993,-0.0116794346841558,0.376468891050104,9875,0.195682635655135,1.0594361644819537,0.0577368463041422
2019-01-31,278.45,-0.156339948492653,0.0032321781289281,-0.156339948492653,0.560085073507484,-0.0179488221365622,0.326386337758204,31052,0.139731313685262,0.9952542372881357,-0.004757059599459234
2019-02-28,295.0,-0.0768267876701614,-0.0006779661016949,-0.0768267876701614,0.296660911491667,-0.0057184815212434,0.285144103859756,-1167,0.0841671760066436,1.0,0.0
2019-03-29,293.6,-0.0551890587288819,0.002043596730245,-0.0551890587288819,0.209901040960406,-0.0057598710226764,0.310805932513664,-5125,0.0865843538724372,0.9092474599621146,-0.09513798867174277
2019-04-30,290.15,-0.0409849611634444,0.000861623298294,-0.0409849611634444,0.157127987745027,-0.0014889583868995,0.39264613425349,82,0.0901585247537658,1.0,0.0
2019-05-31,264.0,-0.135135135135135,0.0003787878787879,-0.135135135135135,0.142604260809863,0.0061653140866578,0.610051107504858,33225,0.168095209171577,0.9826760044231476,-0.017475811920277955
2019-06-28,270.55,-0.117292006525285,0.0029569395675477,-0.117292006525285,0.0729806415868141,0.0061653140866578,0.380056019566193,-35324,0.143587388229149,1.0000000000000002,2.2204460492503128e-16
2019-07-31,266.6,-0.0965774313791935,0.0037509377344335,-0.0965774313791935,-0.0038351205645574,0.0061653140866578,0.494021657629055,25891,0.128300686849505,1.0123991340287344,0.012322894323723304
2019-08-30,253.3,-0.105421154864913,0.0073035925779707,-0.105421154864913,0.0118517889614479,0.0061554856458238,0.64148107978602,-15259,0.167193068690154,1.0025272161741836,0.0025240281335037274
2019-09-30,257.85,-0.0807486631016041,0.0042660461508627,-0.0807486631016041,-0.123503177538913,0.0061554856458238,0.419283708665119,-23283,0.142559900597835,1.0045489006823352,0.0045385857030080376
2019-10-31,263.8,-0.059536541889483,0.0034116755117512,-0.059536541889483,-0.237414277910003,0.006677877894583,0.485946560353361,3738,0.110061642577,1.0550943396226413,0.0536301843734328
2019-11-29,264.2,-0.0063933809702899,0.0073807721423164,-0.0063933809702899,-0.434270215779848,0.0066136452391125,0.477375082972076,-29100,0.100639963774114,1.0003576537911303,0.00035758984825895
2019-12-31,279.7,0.0070207020702071,0.003754022166607,0.0070207020702071,-0.376427211170591,0.0066136452391125,0.523797030557801,57401,0.0303773857055619,1.010528406833532,0.010473369127503924
2020-01-31,251.7,-0.0433295324971494,0.00238379022646,-0.0433295324971494,-0.545215142817835,0.0078013194340712,1.85728717997982,-5405,0.113614611934941,0.8759583251425203,-0.13243676321564496
2020-02-28,254.6,-0.0856527204165921,-0.0023566378633149,-0.0856527204165921,-0.587832998346592,0.0078013194340712,2.70303081408879,-14381,0.0899338067272281,1.0,0.0
2020-03-31,222.8,-0.241144414168937,0.0024685816876122,-0.241144414168937,-0.511237853604556,0.0078013194340712,0.654816660805098,-64852,0.188465467079231,1.0341078661266256,0.03353908991675869
2020-04-30,235.4,-0.198228882833787,-0.0042480883602379,-0.198228882833787,-0.539969239816128,-0.008261489687895,2.00302728337084,-19450,0.113525898533065,1.0,0.0
2020-05-29,242.55,-0.164053075995175,0.0051535765821479,-0.164053075995175,-0.620464144661986,-0.0083559488967605,5.27760904302643,16430,0.061540271388289,1.0544117647058824,0.052983042429468004
2020-06-30,271.35,0.0029569395675475,0.0055279159756771,0.0029569395675475,-0.355397264466488,-0.0083559488967605,1.07033632342305,13961,-0.0680949883586317,1.0,0.0
2020-07-31,286.8,0.0600628349658101,0.0078451882845187,0.0600628349658101,-0.477727106107435,-0.0022241112146756,0.980661987091593,36763,-0.160916991801539,0.9939304461942257,-0.006088048421493213
2020-08-31,304.1,0.200552704303198,0.0067412035514631,0.200552704303198,-0.838185120489319,0.0017299812056904,1.06901269737485,1074,-0.239743076601349,1.0009902624195413,0.0009897724331615289
2020-09-30,303.25,0.197196999605211,0.0021434460016487,0.197196999605211,-0.808159490198425,0.0002684197515831,1.36764373395326,7854,-0.236944029742189,1.1245283018867924,0.11736366051918222
2020-10-30,304.75,0.1818886949777,0.0016406890894176,0.1818886949777,-0.763928125750226,-0.0013557898543264,1.28584091851484,-6383,-0.263677677888938,1.0262620367668516,0.02592311059937372
2020-11-30,342.05,0.294663133989402,0.0051162110802514,0.294663133989402,-0.657054363388131,-0.0013557898543264,0.765752439397396,5388,-0.416012087399415,1.0005686664771112,0.0005685048476027036
2020-12-31,351.9,0.331945495836487,0.0014208581983519,0.331945495836487,-0.703800755530722,-0.0006912270027393,0.947037813463862,9707,-0.452027281962862,1.1517154105736782,0.14125249232186146
2021-01-29,355.6,0.271362173757597,0.0001406074240719,0.271362173757597,-0.588357156242572,0.0008146263647871,0.870048120473801,10623,-0.476392428949094,0.9755829569039188,-0.024720082141139355
2021-02-26,409.45,0.62673818037346,-0.0004884601294419,0.62673818037346,-0.513252881063499,0.0008146263647871,0.425508973626689,-6008,-0.623272755854857,1.0000000000000002,2.2204460492503128e-16
2021-03-31,399.55,0.569324430479183,0.001251407833813,0.569324430479183,-0.418416218245224,0.0008146263647871,0.384425151083952,-16286,-0.607715750142267,1.0452513966480448,0.044257427439289024
2021-04-30,447.9,1.01032315978456,-0.0024559053360124,1.01032315978456,0.279933418346526,0.0124232665561813,0.310704725026377,19094,-0.728289001864343,1.0,0.0
2021-05-31,467.75,0.928468357039786,0.0011758417958311,0.928468357039786,0.223969269584856,0.012887714340104,0.290658395489715,-24419,-0.759389244572557,1.0441416259026322,0.0431951372547273
2021-06-30,429.65,0.771387342815914,-0.0017456068893285,0.771387342815914,-0.095975830839657,-0.00014621938624,0.336508260718936,-30989,-0.658355020094627,1.0,0.0
2021-07-30,448.25,0.651925557398194,-0.0060234244283323,0.651925557398194,0.0310330607890748,-0.0003454186248928,0.308705477967247,14938,-0.690706314613523,0.9365624642161914,-0.06553905967875889
2021-08-31,436.0,0.520223152022315,0.0034403669724769,0.520223152022315,0.213320489159042,-0.0003454186248928,0.298162287665513,-24520,-0.631385756520075,0.9998777356645067,-0.00012227181038648662
2021-09-30,408.9,0.344623479118711,-0.004035216434336,0.344623479118711,0.346309501384466,-0.0029663989865932,0.330277712702639,-6557,-0.560395622374815,0.9796245421245421,-0.020585901007924172
2021-10-29,436.8,0.440395713107997,-0.0064102564102563,0.440395713107997,0.150209250708021,-0.0031850498780064,0.292611299384246,33967,-0.602593549966416,1.042299602710914,0.04142942859729307
2021-11-30,427.8,0.40377358490566,0.0004675081813931,0.40377358490566,0.19464376212899,-0.0031805223153933,0.269929828253696,-33226,-0.577877994061594,1.0007847533632288,0.000784445605307109
2021-12-31,446.35,0.304926180382985,-0.0022403943093984,0.304926180382985,0.290027293092614,0.0024405273478972,0.270390546116705,-2610,-0.595537367612909,1.029251936640074,0.028832263269287842
2022-01-31,432.45,0.21611361079865,0.0004624812117006,0.21611361079865,0.37526517049771,0.0003919015779421,0.255715623840174,17247,-0.5326903441125,1.067400584138396,0.06522633217106713
2022-02-28,444.45,0.0854805226523387,0.0022499718753514,0.0854805226523387,0.218229364750107,0.0016497375418926,0.266934775399232,-3882,-0.560061194047663,1.0,0.0
2022-03-31,475.1,0.160337037489315,0.000947169017049,0.160337037489315,0.0661867952421818,0.0060713369445384,0.261280636121911,14774,-0.584448816047177,0.975587600772113,-0.024715322056813618
2022-04-29,439.5,0.0999874859216618,0.0030716723549488,0.0999874859216618,0.0321292943401557,0.0051306557167172,0.318892610694495,-24740,-0.492879917380952,1.0,0.0
2022-05-31,429.6,-0.0408573342263897,0.0019785847299813,-0.0408573342263897,-0.0803040822655736,0.0051306557167172,0.327638063632568,4920,-0.434956766063327,0.9625589225589226,-0.03815999645092145
2022-06-30,371.45,-0.205879208979156,-0.001211468569121,-0.205879208979156,-0.190216224077881,-0.008091735504545,0.414145542298789,-6999,-0.270907858761344,1.0,0.0
2022-07-29,357.35,-0.16827650413127,0.0019588638589618,-0.16827650413127,-0.274873408048538,-0.0072846365221478,0.464035261124386,3002,-0.222621906693899,0.9747087240693378,-0.025616597161599596
2022-08-31,351.85,-0.215058561070831,0.0,-0.215058561070831,-0.161593989574039,-0.0055660651346512,0.39969381720925,-27365,-0.188059393369993,0.9948979591836735,-0.005115100666770377
2022-09-30,341.25,-0.217316513761468,-0.0054212454212454,-0.217316513761468,-0.151414367677959,-0.0055472792706915,0.435610207481092,10285,-0.149022497090119,1.1077037037037039,0.10228913713334017
2022-10-31,337.5,-0.227335164835165,-0.0051851851851851,-0.227335164835165,-0.358245657577342,-0.0056719123575116,0.472648171068061,11894,-0.117116591113223,1.0191253176407649,0.018944727680776267
2022-11-30,372.95,-0.14617673992674,0.0022791258881889,-0.14617673992674,-0.0081660572165846,-0.0064496104217133,0.405422144047863,-31098,-0.216995443201811,1.0001312335958006,0.00013122498542555595
2022-12-30,381.05,-0.109280037400655,0.0010497310064294,-0.109280037400655,-0.142254887908864,-0.0067633275064876,0.385893195976578,11992,-0.227422270991103,0.9686464742072881,-0.031855569359499264
2023-01-31,422.6,-0.0532093648482134,0.0020113582584002,-0.0532093648482134,0.0297201467102427,-0.0067633275064876,0.361864000678798,63190,-0.327565570271658,1.000244289727617,0.0002442598937400511
2023-02-28,409.75,-0.0524916175280381,-0.0019524100061013,-0.0524916175280381,0.0279115925234388,-0.0068817611981738,0.297893402852791,-28681,-0.292479678778139,1.0,0.0
2023-03-31,409.45,-0.0787490156373046,0.0019538405177677,-0.0787490156373046,0.111148692387872,-0.007019412577881,0.30484899757833,22137,-0.307676845857756,0.9360442671470852,-0.06609250966230797
2023-04-28,387.0,-0.185434645337824,0.0052971576227389,-0.185434645337824,0.387218091962809,-0.007019412577881,0.246790270674783,-21684,-0.251286743171341,1.0,0.0
2023-05-31,363.7,-0.172468714448237,0.0045367060764367,-0.172468714448237,0.393922830960159,-0.007019412577881,0.330106395441901,28736,-0.206580791086983,1.0683726509396243,0.06613660377891743
2023-06-30,374.1,-0.129189944134078,0.0049452018176956,-0.129189944134078,0.231397516455189,-0.0073289764880466,0.311888404734295,-34713,-0.24780047282078,1.0,0.0
2023-07-31,400.8,0.1215894781027,0.0042415169660678,0.1215894781027,0.508342217078366,-0.0080930741068837,0.326523105193025,50180,-0.327981211208352,0.9835266209804955,-0.016610573923517433
2023-08-31,377.25,0.0556877011333428,0.0131212723658052,0.0556877011333428,0.573674244540366,-0.009081011991725,0.442809938343177,-50541,-0.273988892131228,1.0016079324668365,0.0016066411274999006
2023-09-29,373.75,0.0622424328549098,0.0073578595317724,0.0622424328549098,0.558412653857243,-0.0104737697204454,0.54431569877893,18388,-0.269277739666328,1.0504247739106605,0.04919462894410746
2023-10-31,364.9,0.0693040293040288,0.0101397643189916,0.0693040293040288,0.552020444816921,-0.0104737697204454,0.603632086711771,13920,-0.248660293380077,1.0130446125750066,0.012960264351112253
2023-11-30,382.9,0.134518518518518,0.0056150430921913,0.134518518518518,0.340650426823078,-0.0110728941977908,0.510906990573989,-45659,-0.30288659915155,1.001931496265774,0.0019296333253175605
2023-12-29,389.05,0.0431693256468697,0.004626654671636,0.0431693256468697,0.414056672437707,-0.0101694304706203,0.717584029046758,16814,-0.333834176354981,0.9833589349718382,-0.016781083090719403
2024-01-31,390.6,0.0250623277785067,0.006400409626216,0.0250623277785067,0.490572860297735,-0.0123104881611628,0.871433226181047,32173,-0.345709697832564,1.0432179120020828,0.04231008229023977
2024-02-29,383.45,-0.0926407950780881,0.0032598774286087,-0.0926407950780881,0.318394765959479,-0.0109252758857639,14.2787154288705,-35129,-0.329261369633968,1.0,0.0
2024-03-29,400.7,-0.0220866381940208,0.0079860244571998,-0.0220866381940208,0.0534974039668098,-0.0102106207993314,3.27328337957382,94729,-0.378626121790369,1.0085470085470087,0.00851068966790883
2024-04-30,456.45,0.179457364341085,0.0,0.179457364341085,0.549234515850913,-0.0102106207993314,0.691818811060481,7998,-0.513931060161474,0.9999999999999999,-1.1102230246251565e-16
2024-05-31,460.2,0.189147286821705,0.0018470230334637,0.189147286821705,0.6040744677208,-0.0098757342076826,1.42503282736575,-5277,-0.525194739289058,,
