"Dates","JO1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2011-07-29,199.75,0.347386172006745,-0.0463078848560701,0.347386172006745,0.0666470520058727,0.00176525888165859,0.491550955772709,907,NA
2011-08-31,168.55,0.149727148703956,-0.0578463363986947,0.149727148703956,-0.183695664246271,0.000973093687393044,0.579423024126032,-12295,0.0297871883799194
2011-09-30,150,0.0901162790697672,-0.0129999999999999,0.0901162790697672,-0.177938135709777,-0.00208220431147148,0.736610886147756,412,0.170564680590018
2011-10-31,183.9,0.137291280148423,-0.0791190864600327,0.137291280148423,0.174255382670604,-0.00748848020154019,0.414073047472804,2308,-0.00942436805392948
2011-11-30,176.1,0.0890538033395174,-0.0212947189097104,0.0890538033395174,0.279196915207423,-0.00745691386306058,0.336189870253288,1645,0.0339157480541855
2011-12-30,169,0.132707774798927,0,0.132707774798927,0.256721464833127,-0.0072907223911232,0.35428856011174,-2584,0.0543666278486785
2012-01-31,210,0.218450826805918,-0.0314285714285714,0.218450826805918,0.43358097072347,-0.0072907223911232,0.306890255308576,366,-0.173699493183075
2012-02-29,190.55,0.130525066745772,-0.0251902387824718,0.130525066745772,0.46067173124741,-0.00772969899480404,0.328985268661593,-4182,-0.0730824534624504
2012-03-30,164.5,-0.085857182550709,-0.0182370820668692,-0.085857182550709,0.60848811891336,-0.0110085242234569,0.397661423833016,-1631,0.0271114112817476
2012-04-30,140.85,-0.202209005947324,0.00709975150869724,-0.202209005947324,0.699154773295364,-0.0110085242234569,0.541988058052437,-268,0.182326487164793
2012-05-31,112.05,-0.365335598980459,0.0156180276662203,-0.365335598980459,0.676668343309075,0.00500445648540282,1.17613109495104,5187,0.36822369321788
2012-06-29,122.65,-0.327945205479452,-0.0073379535262944,-0.327945205479452,0.583110575173056,0.00849079981676254,0.9649760365797,-2831,0.256551254564134
2012-07-31,109.9,-0.449812265331665,-0.000454959053685311,-0.449812265331665,0.879785431764732,0.00849079981676254,0.800471374677054,331,0.327492846825053
2012-08-31,131.9,-0.339674593241552,-0.098180439727066,-0.339674593241552,0.634909112746481,0.0228202180093226,0.783848931937649,273,0.114726328482014
2012-09-28,113.15,-0.328685849896173,0.00220945647370741,-0.328685849896173,0.641875511299898,0.019765425907392,1.05566540099879,122,0.235382387691828
2012-10-31,106.25,-0.291666666666667,0.00235294117647067,-0.291666666666667,0.610853104616851,0.019765425907392,2.66361420716686,-142,0.239138031837615
2012-11-30,123.25,-0.329798803697662,0.00527383367139955,-0.329798803697662,0.594809386805078,0.00961403243616768,1.43753995534026,-722,0.0570699926011095
2012-12-31,116.05,-0.313313609467456,0.0112020680741061,-0.313313609467456,0.557501730206458,0.0170399602498258,2.37904345497053,585,0.0942912910885441
2013-01-31,119.7,-0.291715976331361,0.00417710944026739,-0.291715976331361,0.505990091009108,0.0164265749673655,4.98390623883735,-1868,0.0505909721149147
2013-02-28,127.15,-0.39452380952381,0.00511207235548561,-0.39452380952381,0.448011538240661,0.0209096728783009,4.6533241363425,-826,-0.0191559626576978
2013-03-29,135.15,-0.290737339281029,-0.00147983721790612,-0.290737339281029,0.217617374464732,0.0222688520723426,2.87215535062759,-628,-0.0954581744767869
2013-04-30,141.4,-0.140425531914894,-0.00707213578500709,-0.140425531914894,0.00204048618928051,0.028216520930711,1.7396119495623,1422,-0.16375384872589
2013-05-31,151.35,0.0745473908413201,-0.000991080277502498,0.0745473908413201,-0.240641353843877,0.0268491216128404,1.35941773767953,2480,-0.304157162934203
2013-06-28,129.9,0.159303882195448,-0.0092378752886837,0.159303882195448,-0.0456012468429029,0.0268491216128404,3.50720125337989,-3829,-0.17023173167449
2013-07-31,143.9,0.173257236037505,0.00138985406532299,0.173257236037505,-0.0540220751271549,0.0268491216128404,2.25580741126806,1192,-0.35456947122245
2013-08-30,136.95,0.246132848043676,0.00292077400511137,0.246132848043676,-0.0752156929648153,0.0465890996018724,2.90381223178979,-3052,-0.358397597250179
2013-09-30,131.3,0.160406539991162,0.0121858339680121,0.160406539991162,-0.13862893157004,0.0465890996018724,2.58755866083731,-1996,-0.34376584328319
2013-10-31,121.55,0.074237737516571,0.00699300699300709,0.074237737516571,0.00750594385129831,0.0478937270310638,9.1332079269632,198,-0.306258985400948
2013-11-29,139.7,0.314823529411764,0.00966356478167518,0.314823529411764,-0.176284086099464,0.020053860819684,5.24304717163663,-1913,-0.464260557561826
2013-12-31,136.45,0.10709939148073,0.0201539025283988,0.10709939148073,-0.112130406714232,0.020053860819684,3.32034119682715,-6,-0.467756810588407
2014-01-31,142.55,0.22834984920293,0.00561206594177466,0.22834984920293,-0.341222171757767,0.0203334674747658,11.9358657060484,1788,-0.536136744152972
2014-02-28,147.75,0.234335839598998,-0.00676818950930624,0.234335839598998,-0.353053327768128,0.0202520068954725,4.85247585068825,-439,-0.595378864627709
2014-03-31,155,0.146873843877174,-0.00516129032258072,0.146873843877174,-0.218984397038895,0.0205423299832747,5.95245537211315,1227,-0.651257765860922
2014-04-30,154.6,0.143914169441362,0.0388098318240622,0.143914169441362,-0.183452860882144,0.0199799587964626,5.20958039283021,3173,-0.627809769743224
2014-05-30,159.4,0.127298444130127,0.0131744040150563,0.127298444130127,-0.149945594472625,0.0202626619761182,3.8573857793738,-1926,-0.607906155443088
2014-06-30,140.8,0.0839107005388757,0.0422585227272727,0.0839107005388757,0.170170149740628,0.0202626619761182,15.2113642782732,-2347,-0.483829832810916
2014-07-31,140.7,0.0831408775981519,0.0305614783226724,0.0831408775981519,0.207836534207785,0.0207772328232153,3.69682991619854,-1822,-0.37488730424477
2014-08-29,148.55,0.0323141070187631,0.010097610232245,0.0323141070187631,0.203433401041035,0.0333070442298025,6.68665225715831,-1540,-0.367285443609854
2014-09-30,144.75,0.0569550930996714,0.00863557858376507,0.0569550930996714,0.173065980406339,0.036743161963441,7.32955533821139,131,-0.341371958154342
2014-10-31,133.65,0.0178979436405178,0.0389075944631498,0.0178979436405178,0.155901245351092,0.0433468461460294,4.65616524343831,1622,-0.196143657146935
2014-11-28,148.85,0.224598930481284,0.00873362445414849,0.224598930481284,-0.0452800465503207,0.0433468461460294,21.7447769520174,-1069,-0.281023440949304
2014-12-31,140.05,0.00250536864710105,-0.00178507675830064,0.00250536864710105,-0.197971592253302,0.0433468461460294,75.4258518302597,-1663,-0.163781395709401
2015-01-30,140,0.0260168559912055,-0.00285714285714289,0.0260168559912055,-0.275773292734692,0.0444568550948895,80.824531963914,172,-0.119687320183266
2015-02-27,121.55,-0.147316730971589,-0.00329082682023851,-0.147316730971589,-0.197406234627617,0.0444568550948895,0.953044580606057,2963,0.0434676073885551
2015-03-31,125.1,-0.153299492385787,-0.00119904076738597,-0.153299492385787,-0.187247111216407,0.0444568550948895,2.96290012504099,1330,0.060570365106223
2015-04-30,109.4,-0.294193548387097,0.0539305301645336,-0.294193548387097,0.0269454210564644,0.0472263083974733,1.45243055929615,-1086,0.234497775871801
2015-05-29,114.25,-0.260996119016818,0.0196936542669583,-0.260996119016818,-0.0535622196605643,0.0465564930955919,6.73928395587941,473,0.207233556701654
2015-06-30,114.9,-0.279171894604768,0.032201914708442,-0.279171894604768,-0.00533043544745434,0.0529466013153942,4.06996410389495,-2485,0.219132034641409
2015-07-31,123.6,-0.122159090909091,0.00930420711974111,-0.122159090909091,-0.233514342520328,0.0571690978297999,1.95097161677848,-262,0.192139260412682
2015-08-31,129.6,-0.127566475934029,-0.00424382716049365,-0.127566475934029,-0.199521598083265,0.0531982230008732,0.908308101102124,401,0.164731628848944
2015-09-30,105.55,-0.289464826657691,0.0151586925627665,-0.289464826657691,-0.299885004796592,0.0770573036747572,4.71187788555703,3415,0.369999638472789
2015-10-30,134.65,-0.0697754749568221,-0.00668399554400301,-0.0697754749568221,0.482051687327729,0.0770022577421558,0.975009426780342,-3078,0.151973360255422
2015-11-30,141.75,-0.0476990258649646,0,-0.0476990258649646,0.458307487343336,0.0770022577421558,0.716069032250929,2643,0.112425447242381
2015-12-31,140,-0.0594558280147799,0.0332142857142859,-0.0594558280147799,0.508210310407366,0.0745521424027932,1.0903700885334,-1702,0.162716712135302
2016-01-29,132.4,-0.0546233488039987,0.0011329305135952,-0.0546233488039987,0.504413506324341,0.0641378423680111,1.07188857533946,-1526,0.242294346049015
2016-02-29,121.4,-0.00123406005758941,0.0428336079077429,-0.00123406005758941,0.525945293639724,0.0678822590046586,1.89335795452058,-1164,0.339888767519059
2016-03-31,147.2,0.211024269847799,-0.00305706521739124,0.211024269847799,0.380117579381186,0.0793414702460637,1.37356065836616,2170,0.151871148647608
2016-04-29,124.55,-0.00439648281374871,0.0313127258129264,-0.00439648281374871,0.428100219842739,0.110149447047303,3.94847984756072,-1328,0.325931511489432
2016-05-31,152.55,0.335229759299782,-0.00131104555883332,0.335229759299782,0.192189916178966,0.110149447047303,1.51989823905295,2950,0.134564567713593
2016-06-30,177.15,0.550547045951861,0.000282246683601439,0.550547045951861,0.0490712734836627,0.118066819993365,0.809552170823159,2108,-0.00625063288940338
2016-07-29,174.65,0.520017406440383,0.00200400801603196,0.520017406440383,0.0740805993119681,0.123848235934845,0.833882463609058,1363,0.00971031240650365
2016-08-31,182.1,0.473300970873787,0.0109829763866007,0.473300970873787,0.122208625018357,0.123848235934845,0.838422246610579,-3742,-0.00807969532047418
2016-09-30,205,0.58179012345679,-0.00902439024390245,0.58179012345679,0.0209096077263058,0.128183802094875,0.682815928734735,1940,-0.133134794785606
2016-10-31,221.95,0.648347567768288,-0.0373958098670871,0.648347567768288,-0.0200493012732676,0.13528701713196,0.566610261784241,-937,-0.221464778018522
2016-11-30,217.6,0.616041589305607,-0.0144761029411765,0.616041589305607,0.0903006178338457,0.141975185357218,0.612823626135288,231,-0.201671161720265
2016-12-30,198.1,0.39753086419753,-0.0214538112064614,0.39753086419753,0.22693277876481,0.143707231910353,0.735720225382473,-3221,-0.163663940313067
2017-01-31,172.9,0.305891238670695,-0.0193753614806246,0.305891238670695,0.116511817188636,0.143707231910353,0.955567192051995,-901,-0.089037720134862
2017-02-28,164.8,0.244712990936556,-0.016990291262136,0.244712990936556,0.229075084826688,0.142433110901458,1.21759562661849,-1618,-0.0410569449209887
2017-03-31,157,0.293245469522241,-0.0251592356687897,0.293245469522241,0.214039534709508,0.148109123312443,1.62158502816141,590,-0.0330993595372105
2017-04-28,158.1,0.0740489130434785,0.00158127767235916,0.0740489130434785,0.344729141444271,0.148109123312443,1.92827836737285,-715,-0.0390457337339983
2017-05-31,133.55,0.0722601364913691,-0.00599026581804574,0.0722601364913691,0.339590580373131,0.148109123312443,13.5917913027864,1906,0.0743486235179057
2017-06-30,129.85,-0.148803670927565,0.0207932229495573,-0.148803670927565,0.254928262064964,0.130484453978735,91.3197053114357,-1555,0.0835908028182622
2017-07-31,131.65,-0.246206699112511,0.00911507785795651,-0.246206699112511,0.0649586883192694,0.12969964281674,3.16588432185269,1113,0.0284272868083968
2017-08-31,137.65,-0.211852275980533,-0.0279694878314566,-0.211852275980533,-0.0691620017721189,0.122088201068834,3.39957071302226,-1521,-0.0643354998447829
2017-09-29,148.35,-0.185337726523888,0.00033704078193475,-0.185337726523888,-0.0714095876216639,0.10920600156087,2.12724759771708,-1770,-0.172769439453959
2017-10-31,156.25,-0.237804878048781,-0.0112,-0.237804878048781,-0.317435347543233,0.10920600156087,1.53771355159411,-558,-0.238991546945749
2017-11-30,160.1,-0.278666366298716,0.000624609618988137,-0.278666366298716,-0.421791309234793,0.106119575526314,1.54074416030147,3000,-0.275472919240537
2017-12-29,136,-0.375,0.00624999999999987,-0.375,-0.275596237696709,0.146367445615234,3.68746443689796,-683,-0.0826195543046476
2018-01-31,148.7,-0.249369005552751,0.00672494956287828,-0.249369005552751,-0.412827335618938,0.144142262518798,1.63273878457725,362,-0.158925567420818
2018-02-28,143.4,-0.170618854829381,0.00871687587168757,-0.170618854829381,-0.562327605958463,0.135373150773394,1.15707414289258,-8,-0.111558982977193
2018-03-30,141.1,-0.14381067961165,0.00318922749822836,-0.14381067961165,-0.655927747785415,0.160917421206055,1.21074925186145,2695,-0.0804291316445071
2018-04-30,154.95,-0.019924098671727,0.00484027105517915,-0.019924098671727,-0.704148592557685,0.160917421206055,1.03055869929479,83,-0.174062757019496
2018-05-31,161.8,0.0234029095509172,0.00278121137206422,0.0234029095509172,-0.817442883330841,0.160014712410871,0.758641745427433,3355,-0.202772678047997
2018-06-29,159.55,0.194683639086484,0.00501410216233156,0.194683639086484,-0.902312577448117,0.167337330162266,0.779426174737514,-2430,-0.183199409872652
2018-07-31,167.4,0.289179822872546,0.00627240143369168,0.289179822872546,-1.15092731528434,0.167337330162266,0.72252276641847,1377,-0.213943970136546
2018-08-31,157.85,0.199012533232054,-0.0215394361735826,0.199012533232054,-0.87874423816045,0.163661044897825,0.941482277613194,-2732,-0.139364857412031
2018-09-28,147.6,0.072284780239738,0.00372628726287272,0.072284780239738,-0.567467902470181,0.163661044897825,1.27824314426796,1336,-0.0660753835292983
2018-10-31,135.7,-0.0852713178294577,0.0140014738393515,-0.0852713178294577,-0.29133322368882,0.163661044897825,1.99317428189747,3633,0.0379859377102269
2018-11-30,143.95,-0.07872,-0.00382077110107659,-0.07872,-0.290619447166119,0.138918600101175,1.45622928321107,-305,-0.0112582636024922
2018-12-31,125.15,-0.079779411764706,0.005193767479025,-0.079779411764706,-0.0616610275427401,0.144582726770576,9.12698037082678,-506,0.12979974163735
2019-01-31,120.1,-0.116911764705883,0.00333055786844305,-0.116911764705883,0.0351882543519894,0.140827474602662,5.30877695639371,3902,0.170018121166815
2019-02-28,114.3,-0.231338264963013,0.026246719160105,-0.231338264963013,0.208499669043948,0.12524056326144,22.6964147342526,745,0.218613035709624
2019-03-29,119.9,-0.163877266387727,0.00917431192660545,-0.163877266387727,-0.00375186052644381,0.125718564562766,2.26176443783069,-2114,0.177555095235491
2019-04-30,94.8,-0.328136073706591,0.0237341772151898,-0.328136073706591,-0.43699689948708,0.124474570054603,2.53693437896407,1500,0.420240549964724
2019-05-31,108.4,-0.300419490158116,0.0267527675276753,-0.300419490158116,-0.173664704027087,0.114756031958681,14.6472662872251,-512,0.29837766825373
2019-06-28,100.95,-0.376081582200247,0.0307082714214957,-0.376081582200247,0.0415931626494105,0.114756031958681,1.03008930463314,-1333,0.369580412500429
2019-07-31,103.45,-0.351613914133501,0.02609956500725,-0.351613914133501,-0.0322762701555858,0.114756031958681,0.637329203593716,286,0.343806689414348
2019-08-30,100.5,-0.399641577060932,0.0323383084577114,-0.399641577060932,0.098999471803046,0.114728254166472,0.594538085381057,-1637,0.361603460035505
2019-09-30,99.75,-0.324186991869919,0.0295739348370927,-0.324186991869919,-0.0954269475549409,0.114728254166472,0.524948338910081,204,0.367088371761103
2019-10-31,95.85,-0.350609756097561,0.0312989045383412,-0.350609756097561,-0.0737375422159123,0.103561246274926,0.358067707959336,-331,0.371910800514665
2019-11-29,98.6,-0.273397199705232,0.0304259634888437,-0.273397199705232,-0.300963124217055,0.0988763604081736,0.318261992360235,-126,0.321046149397052
2019-12-31,97.2,-0.324765543591525,0.0262345679012346,-0.324765543591525,-0.216480791191603,0.0988763604081736,0.360355693209112,-497,0.309840961114789
2020-01-31,95.95,-0.233320015980823,0.0369984366857739,-0.233320015980823,-0.411292244660828,0.0990607852608969,0.352494209132709,2965,0.31274906732798
2020-02-28,101.85,-0.151956702747711,-0.057928325969563,-0.151956702747711,-0.570633236406588,0.0990607852608969,0.493316907615852,-2065,0.247009643329275
2020-03-31,120.2,0.00250208507089189,0.00166389351081531,0.00250208507089189,-0.177655419348507,0.0990607852608969,1.25434820137172,-4873,0.0551814762738912
2020-04-30,108.3,-0.0967472894078404,0.0272391505078486,-0.0967472894078404,-0.0284885435201682,0.0673739326294874,0.99038305854481,-2449,0.153297983122427
2020-05-29,122.5,0.292194092827004,0.00816326530612255,0.292194092827004,0.489018835717618,0.0676813591557097,2.22297456036581,776,0.00824053588775294
2020-06-30,127.3,0.261020307082714,0.00864100549882174,0.261020307082714,0.589035494135158,0.0676813591557097,3.32411823692968,-1165,-0.0179661371436289
2020-07-31,121.75,0.20604259534423,0.0225872689938398,0.20604259534423,0.700574940138139,0.0528941318405191,4.25765312246425,-174,0.0214989236764023
2020-08-31,113.8,0.132338308457712,0.0263620386643233,0.132338308457712,0.657847587933064,0.0455366599144768,11.7967020477958,-1120,0.0889256732170562
2020-09-30,113.7,0.13134328358209,0.022867194371152,0.13134328358209,0.727714207676751,0.0468870878649556,1.66410192865985,1682,0.0898047941527965
2020-10-30,117.95,0.182456140350878,-0.0305214073760068,0.182456140350878,0.606674260061033,0.0338700503477522,2.25383862693604,-223,0.0667839358285079
2020-11-30,128.75,0.30578093306288,0.00194174757281562,0.30578093306288,0.319801484993637,0.0338700503477522,3.5761688479901,376,-0.000459063870907817
2020-12-31,123.25,0.25,0.0182555780933062,0.25,0.442858598781221,0.0285076878551719,16.9733139455232,-408,0.0855175692464548
2021-01-29,110.6,0.137860082304527,0.028481012658228,0.137860082304527,0.354870898424897,0.028520557619147,2.66937205799858,931,0.227474124664574
2021-02-26,106.75,0.112558624283481,0.0468384074941453,0.112558624283481,0.388320859647368,0.028520557619147,1.05491956595078,865,0.272015493486148
2021-03-31,110.6,0.0859106529209626,0.0280289330922243,0.0859106529209626,0.450395899856017,0.028520557619147,1.77479522464524,-175,0.299032421872523
2021-04-30,109.55,-0.0886023294509151,0.0219078046554086,-0.0886023294509151,0.33583683344922,0.0168368440727464,1.65268942809911,1121,0.332639729698199
2021-05-31,118.65,-0.0314285714285714,0.0257058575642646,-0.0314285714285714,0.0219723335292692,0.0226331459549906,1.47198789675427,40,0.32663905945228
2021-06-30,118.55,-0.0322448979591837,0.03880219316744,-0.0322448979591837,0.0224710715073533,0.0184975298780289,1.21201202098946,-2102,0.35349368951933
2021-07-30,132.95,0.0443833464257657,0.0206844678450546,0.0443833464257657,0.223213779666307,0.0173181313572053,3.76304922904086,706,0.273383263424891
2021-08-31,134.55,0.105133470225873,0.0178372352285394,0.105133470225873,0.0902712005624263,0.0173181313572053,2.3547591654589,435,0.256212733493338
2021-09-30,132.5,0.164323374340949,0.0218867924528303,0.164323374340949,0.0693119024842097,0.0166896372898628,40.85939218129,-776,0.296394013053802
2021-10-29,120.35,0.0584872471416003,0.0224345658496052,0.0584872471416003,0.0482322591436288,0.0161390751621864,2.78151500743005,366,0.388111303205391
2021-11-30,122.9,0.0419669351420096,0.0195280716029291,0.0419669351420096,0.0939987182697009,0.0161144991930722,14.7957457481892,-540,0.391673669468615
2021-12-31,146.3,0.136310679611651,-0.0434039644565962,0.136310679611651,0.600137725027082,0.0296117027693146,1.83109302803458,-550,0.186898583951438
2022-01-31,147.65,0.33499095840868,-0.022688791059939,0.33499095840868,0.674282074530731,0.0289944737165825,0.86631638524269,2236,0.156807878772185
2022-02-28,145.95,0.367213114754098,-0.0274066461116821,0.367213114754098,0.680246663179236,0.0257369754094502,0.780339601542649,-842,0.168388389661993
2022-03-31,151.95,0.423419203747073,-0.0128331688055281,0.423419203747073,0.675673022154449,0.0241752575175662,0.680688243342345,1091,0.0969724841680136
2022-04-29,182.4,0.649186256781194,-0.0109649122807017,0.649186256781194,0.597573058777245,0.0233345162311907,0.499945537019175,-1182,-0.10455877411055
2022-05-31,177.35,0.61889548151529,-0.0290386241894559,0.61889548151529,0.595761914549253,0.0233345162311907,0.307702006533289,640,-0.109753292883584
2022-06-30,179.65,0.514117151285293,-0.0367381018647369,0.514117151285293,0.77365731602563,0.019158134592354,0.300880619711123,-944,-0.162938384929858
2022-07-29,172,0.450864614086884,-0.0305232558139535,0.450864614086884,0.767871907070096,0.0188502893287718,0.326849938422987,-1233,-0.144555389351668
2022-08-31,198.55,0.493418578412938,-0.0664819944598338,0.493418578412938,0.726498476693943,0.0197301721804623,0.282291378105832,-390,-0.303543075766118
2022-09-30,191.4,0.422519509476032,-0.0394461859979102,0.422519509476032,0.75839211377479,0.0196953114988525,0.299995272897347,944,-0.279383933929792
2022-10-31,206.35,0.714582467802244,-0.0254422098376544,0.714582467802244,0.660423795060699,0.0207859993693424,0.272314533356877,165,-0.363500079191804
2022-11-30,200.7,0.667636061487329,-0.0256601893373193,0.667636061487329,0.767986892701603,0.0209519791482447,0.276461817390094,73,-0.335737578795506
2022-12-30,206.4,0.679414157851912,-0.0106589147286823,0.679414157851912,0.754547333891115,0.0213489511470163,0.267067997420351,-174,-0.340247242084391
2023-01-31,219.2,0.498291182501708,-0.0307937956204379,0.498291182501708,0.950215762095246,0.0213489511470163,0.245100012282405,1991,-0.380940269550533
2023-02-28,279.35,0.891974263460888,-0.0921782709862181,0.891974263460888,0.917015466057044,0.0223077356656985,0.236635379144449,-1786,-0.613393647432802
2023-03-31,269.5,0.846522781774581,-0.0434137291280148,0.846522781774581,0.893747369666029,0.0225355326637605,0.260388597388581,-1729,-0.566838780752378
2023-04-28,267.55,0.76077657124054,0.00373761913661008,0.76077657124054,0.944623896933708,0.0225355326637605,0.288493234312002,-336,-0.55957685516064
2023-05-31,282.2,0.547149122807018,-0.0483699503897944,0.547149122807018,1.30272042435989,0.0225355326637605,0.253986928225982,380,-0.627835502570969
2023-06-30,271.75,0.532280800676628,-0.062557497700092,0.532280800676628,1.28594337796383,0.0236438432831896,0.268451016268525,-1245,-0.587000823384296
2023-07-31,316.2,0.838372093023256,-0.0526565464895635,0.838372093023256,0.821503203306035,0.021624905957337,0.254773684513428,2126,-0.76790658926657
2023-08-31,328.15,0.907848837209303,-0.029254913911321,0.907848837209303,0.900964813283295,0.0218743974810344,0.231501181079781,-1373,-0.823203564568642
2023-09-29,349.75,0.761521027449005,-0.0418870621872766,0.761521027449005,1.15590051565367,0.0208354736404648,0.200430316693785,566,-0.899578466024456
2023-10-31,417.7,1.18234064785789,-0.081398132631075,1.18234064785789,0.80732561982816,0.0208354736404648,0.195280258115997,-46,-1.10247787458735
2023-11-30,401,0.943300218076084,-0.0339152119700749,0.943300218076084,0.868205711114936,0.0215326301719225,0.205392718930257,43,-1.07148968885444
2023-12-29,320.2,0.595416043846537,-0.023891317926296,0.595416043846537,0.0562492249239942,0.0245480609759362,0.310454397421392,-1246,-0.898073730893621
2024-01-31,356.8,0.728682170542636,-0.0161154708520179,0.728682170542636,-0.0805865614660022,0.0208844837445741,0.236850922790925,-182,-1.03994766524494
2024-02-29,355.85,0.623403284671533,0.00646339749894609,0.623403284671533,0.0272685368557994,0.0193621264902771,0.228571504205157,353,-1.06493674726222
2024-03-29,363.25,0.300340075174512,-0.0107364074328974,0.300340075174512,-0.307060289157754,0.018514191359947,0.225193256993252,-595,-1.1484215541886
2024-04-30,382.25,0.428704914969164,-0.0489208633093525,0.428704914969164,-0.556944707938633,0.018514191359947,0.222744967647489,85,-1.21064423498693
2024-05-31,437.2,0.634087086525883,-0.0279048490393412,0.634087086525883,-0.648597562175476,0.012909384987799,0.206322964145933,3412,-1.38292191360401
