"Dates","NG1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2011-07-29,4.145,-0.102036395147314,0.00289505428226788,-0.102036395147314,-1.18497143507284,-0.0211322669412405,1.09805338056874,-7625,NA
2011-08-31,4.054,-0.176518383099736,0.0293537247163296,-0.176518383099736,-1.12353541744265,-0.0403845764795739,2.12243185859385,11295,0.540585941871697
2011-09-30,3.666,-0.0393081761006288,0.0807419530823787,-0.0393081761006288,-0.164264233411069,-0.0302530979335397,1.68288294872669,-50051,0.652354037023052
2011-10-31,3.934,-0.0257553244180286,0.031011692933401,-0.0257553244180286,-0.0898908488784167,-0.0314276039310335,2.43857465685128,22204,0.595168641273027
2011-11-30,3.55,-0.120851906884596,0.00788732394366187,-0.120851906884596,0.0049250006721687,-0.0313593559992415,2.7108833117794,5753,0.69787775775257
2011-12-30,2.989,-0.284928229665072,0.00903312144529944,-0.284928229665072,-0.0291025267681511,-0.0268217942410516,1.78151628506453,56983,0.882640290564573
2012-01-31,2.503,-0.431782065834279,0.0539352776667998,-0.431782065834279,0.110484820433821,-0.0268217942410516,2.98618590326752,191942,1.06101497409626
2012-02-29,2.616,-0.40814479638009,0.0359327217125383,-0.40814479638009,0.0611864614281928,-0.0266578727398183,4.82238638848001,-6022,1.0055125420709
2012-03-30,2.126,-0.473371315333168,0.0625587958607714,-0.473371315333168,-0.0302628086691545,-0.0250581660932303,2.27541686032001,35681,1.22069486101276
2012-04-30,2.285,-0.513622818220519,0.0477024070021881,-0.513622818220519,0.051688556166532,-0.0250581660932303,4.65957886084881,21851,1.14857111658635
2012-05-31,2.422,-0.48446147296722,0.0243600330305531,-0.48446147296722,-0.0733780390766493,-0.0269398153139064,5.47868576416338,-41988,1.09981844656708
2012-06-29,2.824,-0.394770681525932,0.00318696883852709,-0.394770681525932,0.173252356423917,-0.0272598998358296,26.540265012494,-88161,0.928118523943202
2012-07-31,3.209,-0.225814234016888,0.00093487067622311,-0.225814234016888,-0.0633421842830977,-0.0272598998358296,4.80349962938423,2067,0.822820792730439
2012-08-31,2.799,-0.324728588661037,0.0585923544122902,-0.324728588661037,0.0766311933524605,-0.0357975795493786,9.50168246869205,-39912,0.977246703507702
2012-09-28,3.32,-0.181055747409965,0.0888554216867472,-0.181055747409965,0.0118585326761461,-0.0398473477116402,1.76425139984854,4322,0.808081450150654
2012-10-31,3.692,0.0070921985815604,0.0346695557963164,0.0070921985815604,-0.242817424977058,-0.0398473477116402,4.20490338734149,89559,0.759710511998334
2012-11-30,3.561,-0.094814438230808,0.00645885987082284,-0.094814438230808,-0.0870079954531011,-0.0349107867615626,3.10696893320007,-15845,0.832581289343879
2012-12-31,3.351,0.121110739377719,0.00417785735601317,0.121110739377719,-0.275924052489281,-0.0217402957349094,2.71984860495664,-67,0.960594571784914
2013-01-31,3.339,0.117096018735363,0.0158730158730158,0.117096018735363,-0.253599257355764,-0.0223130783751887,1.71277294237077,9820,0.96735684815609
2013-02-28,3.486,0.392728725529365,0.0129087779690189,0.392728725529365,-0.428037560708671,-0.0207710445363963,3.18268906722304,38703,0.948580735177119
2013-03-29,4.024,0.53822629969419,0.0104373757455267,0.53822629969419,-0.484895835167667,-0.0228755128006931,13.2308659592106,223796,0.850529703431938
2013-04-30,4.343,1.04280338664158,0.0117430347685932,1.04280338664158,-0.448640059182421,-0.0258331136324671,1.23876276191278,122668,0.756553570749787
2013-05-31,3.984,0.743544857768053,0.00476907630522083,0.743544857768053,-0.235089798713482,-0.0252342786512921,1.84045089214509,-84148,0.806509654298275
2013-06-28,3.565,0.471924029727498,-0.00168302945301535,0.471924029727498,-0.0716272594920434,-0.0252342786512921,246.43597631553,-82520,0.932668273753149
2013-07-31,3.446,0.220254957507082,0.00725478816018565,0.220254957507082,0.154534264241395,-0.0252342786512921,2.31202734753082,-24153,0.909814158737554
2013-08-30,3.581,0.115923963851667,0.0287629153867635,0.115923963851667,0.269462549711447,0.0101550643193064,3.04583706822252,-39092,0.8359314889555
2013-09-30,3.56,0.072289156626506,0.0474719101123595,0.072289156626506,0.320708677286009,0.0101550643193064,3.54487455693235,-54093,0.830606359621695
2013-10-31,3.581,0.0786144578313253,0.022898631667132,0.0786144578313253,0.344970360653882,0.0101916391076023,7.89531060157532,8862,0.71410615887496
2013-11-29,3.954,0.0709642470205847,0.000758725341426292,0.0709642470205847,0.336622878731065,-0.0203711901993251,2.32856849683164,-23569,0.538454870607406
2013-12-31,4.23,0.187868576242629,-0.00874704491725786,0.187868576242629,0.0873990506661495,-0.0203711901993251,1.90071234605738,30291,0.377397101697667
2014-01-31,4.943,0.475082065055208,-0.0989277766538539,0.475082065055208,0.0104500600745317,-0.0142338937821682,1.24577603450667,-52266,0.0927192864238036
2014-02-28,4.609,0.380353399221323,-0.0128010414406596,0.380353399221323,0.0514032558922168,-0.0127972344957296,1.66548261497259,-28357,0.10421536032616
2014-03-31,4.371,0.0862326043737573,0.00754975978037042,0.0862326043737573,0.322831888656255,-0.0142871633723383,1.41956271675519,-76091,0.0751532797979834
2014-04-30,4.815,0.196570576540755,0.00581516095534784,0.196570576540755,0.160940144394624,-0.0129856019035339,1.80424020864077,-44015,-0.0614387161814656
2014-05-30,4.542,0.045820861155883,-0.00396301188903558,0.045820861155883,0.423737820871171,-0.0163078360716615,2.52681265128258,-111052,-0.0778861717115934
2014-06-30,4.461,0.251332398316971,-0.00470746469401473,0.251332398316971,0.50214746689776,-0.0163078360716615,2.73499384787695,53729,-0.0598916841743545
2014-07-31,3.841,0.0774193548387097,0.00676907055454312,0.0774193548387097,0.211100849385443,-0.0136512939407964,3.44564309698766,-59597,0.102831937482247
2014-08-29,4.065,0.179628554846198,0.0125461254612544,0.179628554846198,0.00485643356184779,-0.019219730543553,2.27850487050718,5597,0.0581180461797754
2014-09-30,4.121,0.150795867076236,0.0167435088570735,0.150795867076236,0.0674023334315732,-0.00599043129216165,1.87914317326008,-41613,0.044435936822869
2014-10-31,3.873,0.0879213483146066,0.0222050090369224,0.0879213483146066,0.148122060574952,-0.00749639140764585,1.57675531131132,-36408,0.101216805591627
2014-11-28,4.088,0.141580564088244,-0.00073385518590996,0.141580564088244,0.0338897931006459,-0.00749639140764585,1.69148505165027,51308,0.064779288383688
2014-12-31,2.889,-0.269347496206373,0.00242298373139493,-0.269347496206373,-0.648830273580646,-0.00749639140764585,2.323221886718,-13213,0.42524667786514
2015-01-30,2.691,-0.363829787234043,-0.00148643626904499,-0.363829787234043,-0.470933609900558,-0.000964061282060423,3.72431431151398,82431,0.515001781272266
2015-02-27,2.734,-0.446894598422011,0.0135332845647402,-0.446894598422011,-0.946895002235952,-0.000964061282060423,1.37848486207774,-41792,0.514768098026336
2015-03-31,2.64,-0.427207637231504,0.0193181818181818,-0.427207637231504,-1.02582297564664,-0.000964061282060423,0.914086114764283,18082,0.5520447422193
2015-04-30,2.751,-0.370624571036376,0.0185387131952017,-0.370624571036376,-1.12191750769543,-0.00185780414281699,0.829346228003932,38339,0.497296040397746
2015-05-29,2.642,-0.451298026998962,0.00870552611657849,-0.451298026998962,-1.30998850656351,-0.000941663032974283,1.11074482221872,-43772,0.52806823896328
2015-06-30,2.832,-0.376486129458388,0.00353107344632786,-0.376486129458388,-1.29678405062749,0.00974658397561241,1.93893519701674,43882,0.446117596737684
2015-07-31,2.716,-0.391167899574087,0.0121502209131075,-0.391167899574087,-1.24889098087466,0.0174971215085707,2.53514873738907,-63854,0.451926546582275
2015-08-31,2.689,-0.33849938499385,0.026775753068055,-0.33849938499385,-1.59417925879267,0.0168106725518727,32.7711799558654,-46959,0.446649005647319
2015-09-30,2.524,-0.379089790897909,0.0701267828843106,-0.379089790897909,-1.58038861045511,0.0219798548423218,2.14516615471708,4014,0.50997343825508
2015-10-30,2.321,-0.436787187575831,0.0728134424816889,-0.436787187575831,-1.38910500064003,0.0219676365552795,1.35120323584763,95634,0.612224436191352
2015-11-30,2.235,-0.453277886497064,0.0246085011185684,-0.453277886497064,-1.45347720306013,0.0219676365552795,0.751838962915748,-16659,0.656986657203382
2015-12-31,2.337,-0.428326810176125,0.0111253744116389,-0.428326810176125,-1.49208395476039,0.015012057514924,0.979335586882868,-51499,0.61925440073203
2016-01-29,2.298,-0.204569055036345,0.0147954743255003,-0.204569055036345,0.45376786363158,0.00932168475333035,1.14354130648574,-34209,0.627702221193459
2016-02-29,1.711,-0.374177029992685,0.0566919929865575,-0.374177029992685,-1.2519581149897,0.00823482437997232,0.680089415310356,111930,0.910624994338478
2016-03-31,1.959,-0.283467446964155,0.0484941296579886,-0.283467446964155,-0.676344501638119,0.0260508912591058,0.601166446552256,56325,0.768930988291125
2016-04-29,2.178,-0.175,0.0661157024793388,-0.175,-0.683956680749861,0.0131881833213095,0.794586203235831,11247,0.669922727528575
2016-05-31,2.288,-0.133989401968206,0.0415209790209792,-0.133989401968206,-0.727087996908045,0.0131881833213095,0.734758540032216,-27128,0.60590349139061
2016-06-30,2.924,0.10673732021196,-0.00205198358413128,0.10673732021196,-0.00660658739329511,0.0348058909522008,52.3111403443198,-21874,0.338540870165309
2016-07-29,2.876,0.0155367231638417,0.0142559109874827,0.0155367231638417,0.133566046792714,0.0317729342363874,46.4157168411817,-57516,0.348920103410888
2016-08-31,2.887,0.0629602356406476,0.0401801177693106,0.0629602356406476,0.0653355634613619,0.0317729342363874,37.6156886233233,49548,0.279246873082295
2016-09-30,2.906,0.0806991446634435,0.0777701307639367,0.0806991446634435,0.0380546441874278,0.0312918198379386,98.1159673987126,49668,0.233414096918388
2016-10-31,3.026,0.303748384317104,0.0558493060145406,0.303748384317104,-0.26580431530928,0.0366373388147746,9.350109110274,43492,0.119177377789602
2016-11-30,3.352,0.44420508401551,0.0020883054892602,0.44420508401551,-0.382579928397654,0.0383040486779492,9.91002537872201,17029,0.0168618105359293
2016-12-30,3.724,0.666219239373602,-0.0107411385606875,0.666219239373602,-0.612024249627194,0.040840104788601,2.73873777534114,95086,-0.154343488080049
2017-01-31,3.117,0.35639686684073,0.0153994225216554,0.35639686684073,-0.469503785210746,0.040840104788601,5.40575703615372,-76457,-0.0333264512937571
2017-02-28,2.774,0.207136640557006,0.0346070656092285,0.207136640557006,-0.298341027809616,0.0387951670004562,1.16247894096913,158321,0.0832542275988031
2017-03-31,3.19,0.864406779661016,0.020062695924765,0.864406779661016,-0.115691069490792,0.0259232507005934,3.092462573005,49038,-0.0810097372694322
2017-04-28,3.276,0.672281776416538,0.0235042735042736,0.672281776416538,0.0579497353990738,0.0259232507005934,6.89314644757269,110521,-0.128341094637055
2017-05-31,3.071,0.410009182736456,0.0123738196027352,0.410009182736456,0.300830243764296,0.0259232507005934,2.50142358321051,35810,-0.0521070332987715
2017-06-30,3.035,0.326486013986013,-0.00131795716639205,0.326486013986013,0.407533542570681,0.0375669394208014,2.33940644874728,-189071,-0.0586325107377917
2017-07-31,2.794,-0.0285118219749653,0.0143163922691483,-0.0285118219749653,-0.0827944398273588,0.0412977603688766,1.77197777156288,-6684,0.046398619276259
2017-08-31,3.04,0.0570236439499303,0.0203947368421051,0.0570236439499303,-0.215148390177197,0.0478050226698633,5.54754060808547,-35449,-0.0124762916871436
2017-09-29,3.007,0.0415656390717007,0.0578649817093448,0.0415656390717007,-0.181372734634105,0.0950561874789948,4.84804366468146,37033,0.0338776754771803
2017-10-31,2.896,-0.00344115622849317,0.044889502762431,-0.00344115622849317,-0.0864698813876818,0.0950561874789948,3.06250716845206,48955,0.124864668375651
2017-11-30,3.025,-0.000330469266358269,0.00231404958677683,-0.000330469266358269,-0.092135317522696,0.0945229483648897,4.72855023490806,64229,0.106269193594045
2017-12-29,2.953,-0.119033412887828,-0.0159160176092109,-0.119033412887828,0.0839301466955088,0.096999736480282,3.72239179585105,-10451,0.169875429493902
2018-01-31,2.995,-0.195757250268529,-0.0450751252086812,-0.195757250268529,0.139350150222822,0.0926694222637349,1.21607244064375,-17317,0.169331423569623
2018-02-28,2.667,-0.14436958614052,0.0108736407949008,-0.14436958614052,0.469310725080276,0.0796353873827424,2.41265672004714,-72017,0.293244004015556
2018-03-30,2.733,-0.014780100937275,0.0164654226125136,-0.014780100937275,0.426741426420322,0.0948875931754582,2.04875926972386,85442,0.292336427192168
2018-04-30,2.763,-0.156593406593406,0.0133912414042707,-0.156593406593406,-0.0250582072332964,0.0948875931754582,1.59653170137682,9030,0.28141928819682
2018-05-31,2.952,-0.0989010989010987,0.00440379403794044,-0.0989010989010987,-0.104350842728531,0.0972558299110051,1.21588597208509,91739,0.219070225926574
2018-06-29,2.924,-0.0478671442526863,-0.00786593707250349,-0.0478671442526863,-0.243401704145459,0.0908989186189219,1.25946681664293,-44618,0.231182289337385
2018-07-31,2.782,-0.0833607907742998,0.0057512580877066,-0.0833607907742998,-0.127466847527781,0.0908989186189219,2.29576380435726,51850,0.324623295389707
2018-08-31,2.916,0.0436649964209022,0.00788751714677649,0.0436649964209022,-0.380450987101577,0.0915098501835276,1.42047517666382,76838,0.302645532793925
2018-09-28,3.008,-0.0105263157894734,0.027593085106383,-0.0105263157894734,-0.666151625019111,0.0915098501835276,1.20781989521315,4474,0.281261906154585
2018-10-31,3.261,0.0844695710009984,0.0125728304201165,0.0844695710009984,-0.568642613442435,0.0915098501835276,0.647651723041579,-99412,0.222968978957063
2018-11-30,4.612,0.592541436464089,-0.0418473547267998,0.592541436464089,1.93870385425411,0.0212914316678462,0.529414089098867,-260428,-0.119909770168593
2018-12-31,2.94,-0.00440230274297282,-0.0302721088435374,-0.00440230274297282,0.148346534760097,0.0393088193261764,1.07084516900561,-28151,0.35056504663152
2019-01-31,2.814,-0.0470707754825597,-0.0174129353233831,-0.0470707754825597,0.223352742937162,0.04618653623139,1.22292073364779,130616,0.388204760665583
2019-02-28,2.812,-0.0611018363939897,0.00391180654338563,-0.0611018363939897,0.242329488271736,0.0303403501458014,1.22409563320279,-188063,0.40293306054552
2019-03-29,2.662,-0.00187476565429301,0.0191585274229904,-0.00187476565429301,0.205493648703304,0.0292970763212708,0.781692508716919,-5948,0.467292092589113
2019-04-30,2.575,-0.0578119282839371,0.0163106796116503,-0.0578119282839371,0.2765798407378,0.0332804702167694,1.25194202563924,72112,0.511466195255288
2019-05-31,2.454,-0.111834961997828,0.00244498777506097,-0.111834961997828,0.344868488265533,0.0336732551262985,1.41333709680327,61953,0.567828949966962
2019-06-28,2.308,-0.218157181571816,-0.0112651646447139,-0.218157181571816,0.503451636388592,0.0336732551262985,1.99291682733436,-12787,0.629166947609829
2019-07-31,2.233,-0.236320109439124,0.00761307657859378,-0.236320109439124,0.531313791169304,0.0336732551262985,22.7632013971905,46153,0.607809842132459
2019-08-30,2.285,-0.178648454349389,0.0170678336980306,-0.178648454349389,0.44282543732199,0.0329642973386384,174.189270027535,-22177,0.542469115401954
2019-09-30,2.33,-0.225398936170213,0.0746781115879829,-0.225398936170213,0.508720536415546,0.0329642973386384,25.2879429897551,-167697,0.508483828107698
2019-10-31,2.633,-0.124667553191489,0.0375996961640714,-0.124667553191489,0.362126422825662,0.0437329796028734,3.42314303988919,44562,0.32788802520199
2019-11-29,2.281,-0.300521312480834,-0.00832967996492773,-0.300521312480834,0.574046440919927,0.0365687803359687,15.2710370538021,71255,0.424582232182546
2019-12-31,2.189,-0.525368603642672,-0.0141617176793056,-0.525368603642672,-1.36994477674679,0.0365687803359687,1.63820635958369,27096,0.427304970064234
2020-01-31,1.841,-0.373809523809524,0.024443237370994,-0.373809523809524,0.346654242089333,0.0384816672054141,1.11036618401778,221651,0.559621756962143
2020-02-28,1.684,-0.401563610518834,0.0285035629453683,-0.401563610518834,0.422281244164649,0.0384816672054141,1.29319294906035,-61365,0.632612246922514
2020-03-31,1.64,-0.383921863260706,0.0707317073170732,-0.383921863260706,0.433433974678414,0.0384816672054141,1.63297884522413,-226642,0.608776012913896
2020-04-30,1.949,-0.267843726521412,0.113391482811698,-0.267843726521412,0.703622492989321,-0.0267968074496749,1.74773807074329,-18311,0.389137511002062
2020-05-29,1.849,-0.281941747572816,0.049215792320173,-0.281941747572816,0.734746919043538,-0.0268304195938466,1.47994589515293,92899,0.369440357531665
2020-06-30,1.751,-0.241334488734835,0.02170188463735,-0.241334488734835,0.639026540713207,-0.0268304195938466,1.52126488242333,17073,0.410086685768495
2020-07-31,1.799,-0.22053726169844,0.0878265703168428,-0.22053726169844,0.561328224131735,-0.0233359614431848,1.73812164115274,-9259,0.352743750909911
2020-08-31,2.63,0.150984682713348,0.110266159695817,0.150984682713348,1.31394816103069,0.00550755880689536,2.68551581575171,-51428,-0.0608781393738833
2020-09-30,2.527,0.105908096280088,0.233478432924416,0.105908096280088,1.43580598748682,0.00165263190614699,4.8152544343282,15691,-0.0209271215902674
2020-10-30,3.354,0.439484978540772,0.0342874180083481,0.439484978540772,1.00112079508932,-0.00773207962628252,1.69537746965663,-98541,-0.334909310193716
2020-11-30,2.882,0.263480929416923,-0.00589868147120054,0.263480929416923,1.07051601957238,-0.00773207962628252,2.23177386703746,30258,-0.206005278448129
2020-12-31,2.539,0.113108285839544,-0.00512012603387169,0.113108285839544,1.17325406431892,-0.0192131967830588,3.66359264124426,-33517,-0.0623454338273655
2021-01-29,2.564,0.171311100959342,0.0109204368174727,0.171311100959342,1.135699013925,-0.0198377393404586,3.50940527090503,-52034,-0.070725870093306
2021-02-26,2.771,0.505160239000543,0.0137134608444607,0.505160239000543,1.09811419182813,-0.0198377393404586,2.76106376561789,79460,-0.159840681406307
2021-03-31,2.608,0.548693586698337,0.0226226993865029,0.548693586698337,1.10838728531906,-0.0198377393404586,2.51618294534102,6526,-0.0753248155944334
2021-04-30,2.931,0.78719512195122,0.0160354827703857,0.78719512195122,0.944707426548944,-0.00975035282272119,1.85785710079576,-30406,-0.195716914226192
2021-05-31,2.986,0.614926987560844,0.00703281982585402,0.614926987560844,1.06964630286566,-0.0107565795474129,1.82663559739189,45300,-0.163073707805318
2021-06-30,3.65,0.974040021633316,-0.00712328767123283,0.974040021633316,0.872323067171132,0.00957109069844509,1.41550794546411,195316,-0.319703194196552
2021-07-30,3.914,1.23529411764706,0.00153295861011737,1.23529411764706,0.799574211721702,0.00786624906850726,1.27216284392856,20208,-0.366907020508799
2021-08-31,4.377,1.43301834352418,0.0109664153529816,1.43301834352418,0.694665797671802,0.00786624906850726,1.03215821445591,-234,-0.465546170188003
2021-09-30,5.867,1.23079847908745,0.0211351627748422,1.23079847908745,0.376690241529323,0.0174129584737898,0.882879585995259,-67195,-0.727566078028152
2021-10-29,5.426,1.14721013058963,0.0189826760044232,1.14721013058963,0.370335458074528,0.0176016198578462,0.956117159458519,-99030,-0.605025907196256
2021-11-30,4.567,0.361657722122839,-0.0133566892927524,0.361657722122839,0.462683067252505,0.0176043735796021,1.28138323011407,2312,-0.410844121022837
2021-12-31,3.73,0.294240111034005,-0.0463806970509384,0.294240111034005,0.37429217500628,-0.000737865031319587,4.32747598873703,-161416,-0.188535917770701
2022-01-31,4.874,0.900936037441497,-0.0408288879770209,0.900936037441497,0.101629845977842,0.0118964642614394,0.968182047634396,52525,-0.453803999475534
2022-02-28,4.402,0.588596174666186,0.004089050431622,0.588596174666186,0.255198714558945,0.000923165905351628,1.04397391799391,-46406,-0.351948027376789
2022-03-31,5.642,1.03608805485384,0.0104572846508328,1.03608805485384,0.106687351593016,0.0179901292392503,0.793625483647351,9929,-0.598538778663044
2022-04-29,7.244,1.77760736196319,0.0153230259525126,1.77760736196319,-0.153732734418367,0.0219989591234394,0.681044829249047,13984,-0.843249070448359
2022-05-31,8.145,1.77891504605936,-0.000859422958870426,1.77891504605936,-0.154313392387662,0.0219989591234394,0.615228799516998,-22680,-0.965977316974986
2022-06-30,5.424,0.816476892163429,-0.00589970501474923,0.816476892163429,-0.326337873215726,-0.0147402836434955,0.809469259981756,-130714,-0.569356460146762
2022-07-29,8.229,1.25452054794521,-0.00255195041924883,1.25452054794521,-0.0470168894373128,-0.0163784654063426,0.709003517630367,-1115,-1.00411995113213
2022-08-31,9.127,1.33188553909044,0.00679303166429279,1.33188553909044,-0.0783945912490538,-0.0204228942073246,0.665120027167321,-5703,-1.11975267225043
2022-09-30,6.766,0.54580763079735,0.0441915459651199,0.54580763079735,0.0605683565223408,-0.0214726298888588,0.819239313570379,-31196,-0.821485052263515
2022-10-31,6.355,0.171212679690379,0.0396538158929975,0.171212679690379,0.203686030125704,-0.0227820272779662,0.865280343425942,30631,-0.779400673012037
2022-11-30,6.93,0.277183929229635,-0.0161616161616162,0.277183929229635,0.175191947045138,-0.0231769327301267,0.797820720163236,12553,-0.866018581572431
2022-12-30,4.475,-0.0201445149989055,-0.0829050279329608,-0.0201445149989055,0.0824403820512967,-0.0231532143851853,1.11262995278829,25660,-0.431569976594539
2023-01-31,2.684,-0.280428954423592,0.0212369597615498,-0.280428954423592,0.00726787227951387,-0.0231532143851853,1.67204199628254,130778,0.0729096815713626
2023-02-28,2.747,-0.436397209684038,0.042227884965417,-0.436397209684038,0.138240090751486,-0.0231796045123314,1.39475068803906,92904,0.0523893443971085
2023-03-31,2.216,-0.496592457973648,0.112364620938628,-0.496592457973648,0.185424117465022,-0.0188473911752667,1.56238098498367,99199,0.26364780582977
2023-04-28,2.41,-0.572846508330379,0.0697095435684647,-0.572846508330379,0.26903391756696,-0.0188473911752667,1.41882590359677,-35122,0.179724827212243
2023-05-31,2.266,-0.687189398122584,0.0406001765225066,-0.687189398122584,0.472517951773705,-0.0188473911752667,1.66515774508729,67972,0.295636299635451
2023-06-30,2.798,-0.656476365868631,-0.0085775553967119,-0.656476365868631,0.418497690838294,-0.0208105194080831,1.39116896227869,-136833,0.0881127478610563
2023-07-31,2.634,-0.679912504557054,0.0406226271829917,-0.679912504557054,-0.270029483157511,-0.0195698571855638,1.39812752203821,-46063,0.139474941117241
2023-08-31,2.768,-0.663628630453275,0.136921965317919,-0.663628630453275,-0.386362018134217,-0.0191112568861811,1.37296431878075,-39939,0.0851941049928521
2023-09-29,2.929,-0.679084036375589,0.130761351997269,-0.679084036375589,-0.386466941924004,-0.0190475838084238,1.78032671995853,12086,0.0285304636574027
2023-10-31,3.575,-0.471622819982264,0.0665734265734266,-0.471622819982264,-0.564332773157698,-0.0190475838084238,1.85617638453966,25227,-0.174814570857794
2023-11-30,2.802,-0.559087332808812,-0.0139186295503213,-0.559087332808812,-0.406294411330725,-0.0147410997207717,2.60908783750623,146017,0.0754199489046609
2023-12-29,2.514,-0.637229437229437,-0.0743834526650755,-0.637229437229437,-0.242628711405333,0.000217193067407572,2.43892959957254,57020,0.152549566580505
2024-01-31,2.1,-0.53072625698324,0.01,-0.53072625698324,-0.207104517145601,-0.0113134451044304,2.69570400238434,87370,0.314168839793922
2024-02-29,1.86,-0.307004470938897,0.0795698924731183,-0.307004470938897,0.341084367260831,-0.0162420891415965,4.05809147887708,19428,0.438226025437664
2024-03-29,1.763,-0.358208955223881,0.132728304027226,-0.358208955223881,0.450978805410145,-0.0166797165488779,4.68366302321767,91828,0.467654665194109
2024-04-30,1.991,-0.173858921161826,0.164741336012054,-0.173858921161826,0.345911856456778,-0.0166797165488779,3.04069456419078,-28332,0.331593213294475
2024-05-31,2.587,0.0734439834024896,0.0289911093931194,0.0734439834024896,0.330457985099343,-0.0264986509429752,2.38473207028102,-64190,0.038155423138635
