"Dates","S_1_Comdty","Momentum","Basis","Basis_Momentum","Skewness","Inflation_Beta","Volatility","Open_Interest","Value"
2011-07-29,1354.25,0.427780706378492,-0.00424589256045782,0.427780706378492,0.23432043824107,0.0222841477059844,7.56157269533841,-5141,NA
2011-08-31,1449,0.376722090261282,0.00586611456176667,0.376722090261282,0.250205884274047,0.0252042693847024,1.19160984950242,73246,-0.847112073113097
2011-09-30,1179,0.169642857142857,0.00890585241730291,0.169642857142857,-0.841323024531247,0.0278994749592373,11.796507351238,-21466,-0.61873633412702
2011-10-31,1207.5,-0.0150897226753672,0.00807453416149073,-0.0150897226753672,-0.911388889318365,0.0273206169896091,0.904502506018383,-48035,-0.61610307153494
2011-11-30,1131.25,-0.0772838499184342,0.00861878453038667,-0.0772838499184342,-0.741364713426227,0.0273628147081811,0.62486817031873,3290,-0.550874181022348
2011-12-30,1198.5,-0.0358004827031374,0.00771798080934505,-0.0358004827031374,-0.771536436558644,0.0301034583251028,0.541940744284979,-65462,-0.559744161760176
2012-01-31,1199,-0.139730941704036,0.00792326939115928,-0.139730941704036,-1.20062853743664,0.0301034583251028,0.704171040506135,40773,-0.53364009590389
2012-02-29,1313.5,-0.0704175513092713,0.00494861058241347,-0.0704175513092713,-0.946802231824946,0.0304954668639922,0.41221283242017,48235,-0.610297371420327
2012-03-30,1403,0.0337078651685392,0.0037419814682822,0.0337078651685392,-1.12007835315375,0.0285994080522653,0.36874341395253,171897,-0.590150468602961
2012-04-30,1503,0.0791599353796444,0.00166333998669321,0.0791599353796444,-1.10558525628263,0.0285994080522653,0.375987241659987,75435,-0.659000778253474
2012-05-31,1340,-0.0378747083108959,-0.0128731343283582,-0.0378747083108959,-0.819226336493786,0.0350257736142756,0.903163988806711,-28371,-0.47890651804276
2012-06-29,1512.75,0.0993822674418603,-0.020492480581722,0.0993822674418603,-0.75016133009613,0.0313280094658215,0.617796844861657,2148,-0.585756006221607
2012-07-31,1721,0.270814103747462,-0.0373329459616502,0.270814103747462,-0.807749841804378,0.0313280094658215,0.514843689482136,-9577,-0.631694697351178
2012-08-31,1764.5,0.302935203987447,-0.00453386228393315,0.302935203987447,-0.850647758463569,0.0312560470749943,0.407850684671519,-15443,-0.591372220846466
2012-09-28,1601,0.104899930986887,0.00109306683322918,0.104899930986887,-0.530332953691821,0.0328430518079772,0.479062757737104,-20257,-0.476919011608515
2012-10-31,1547,0.312128922815945,0.00113122171945701,0.312128922815945,-0.234156390515214,0.0328430518079772,0.36865333148243,-91013,-0.386612075549809
2012-11-30,1438.75,0.191511387163561,-0.00434404865334492,0.191511387163561,-0.0696016101314303,0.0352266964699335,0.4353632963052,-37805,-0.268639341708158
2012-12-31,1418.75,0.183771380892783,-0.00651982378854621,0.183771380892783,-0.0371485038891576,0.0313829113087945,0.531558455399419,-49566,-0.178189137847768
2013-01-31,1468.5,0.225281602002503,-0.00595846101464081,0.225281602002503,-0.0847130008413841,0.0291245413882799,0.335054459644232,47773,-0.199231224938655
2013-02-28,1474.25,0.229566305254379,-0.0149228421231135,0.229566305254379,-0.0937128313275014,0.0263047785860838,0.35699440233736,5405,-0.17788846041528
2013-03-29,1404.75,0.069470879330034,-0.0137035059619149,0.069470879330034,0.172773553689554,0.0234774034575812,0.399069874326179,-34759,-0.0788421472678793
2013-04-30,1467.75,0.0461511047754808,-0.0468404019758133,0.0461511047754808,0.217503954042254,0.0307996612785368,0.359075204694635,-26529,-0.139102845484279
2013-05-31,1510,0.00465735196274109,-0.0478476821192053,0.00465735196274109,0.308945639596697,0.0284296099022829,0.372456753731454,56531,-0.19675016303345
2013-06-28,1564.5,0.167537313432835,-0.0853307766059443,0.167537313432835,0.308974025825765,0.0284296099022829,0.311412141980579,-62830,-0.22149369330671
2013-07-31,1374,-0.0917203767972236,-0.090429403202329,-0.0917203767972236,0.148133230457963,0.0284296099022829,0.543686823283264,-40031,-0.122839677010254
2013-08-30,1424,-0.172574084834399,-0.0466994382022472,-0.172574084834399,-0.606122736954761,0.0470416098882116,0.4958436862855,96027,-0.184230248406085
2013-09-30,1282.75,-0.198782011242973,0.00175404404599488,-0.198782011242973,-0.494089549658153,0.0470416098882116,0.604907339642728,34648,-0.103806183139744
2013-10-31,1280.25,-0.200343535290444,-0.0109353641866823,-0.200343535290444,-0.57084244122643,0.0468192457012592,1.37956832170509,-56997,-0.124157235037369
2013-11-29,1336.5,-0.136069812540401,-0.0140291806958474,-0.136069812540401,-0.7133934459271,0.0457527331145137,1.05407938431737,53428,-0.175198578396466
2013-12-31,1312.5,-0.0877497827975673,-0.0152380952380953,-0.0877497827975673,-0.929368281751518,0.0457527331145137,1.28069523398476,-43185,-0.16653473902698
2014-01-31,1282.75,-0.0958590308370048,-0.0111089456246346,-0.0958590308370048,-0.888878806862682,0.0447768342977894,29.8577076170419,36323,-0.176757108171215
2014-02-28,1414.25,-0.0369424582907734,-0.000176772140710657,-0.0369424582907734,-0.453508698781989,0.042909217559566,1.9899459698104,65247,-0.299536873131419
2014-03-31,1464,0.0421783235451141,-0.0235655737704918,0.0421783235451141,-0.68359093141388,0.0436671934336719,1.10753239948347,-41484,-0.360371041304559
2014-04-30,1530.75,0.0896956753870788,-0.0117589416952474,0.0896956753870788,-0.80169147254644,0.0443219702987468,0.997830270664845,-29919,-0.410016966455234
2014-05-30,1493.25,0.0173735309146648,-0.0460405156537753,0.0173735309146648,-0.604553680931262,0.0478031564504003,1.15161865971306,15650,-0.3634584815386
2014-06-30,1400.5,-0.104825822946629,-0.0505176722599072,-0.104825822946629,-0.211504351732704,0.0478031564504003,1.69603896778864,-23892,-0.299332844626348
2014-07-31,1224.5,-0.217321828060083,-0.101878317680686,-0.217321828060083,-0.160277310393246,0.0497021165491038,105.827876104538,10781,-0.164915733838779
2014-08-29,1089.5,-0.207059679767103,-0.059889857732905,-0.207059679767103,-0.125054963067721,0.046100364956442,2.00829173237034,58042,-0.0419811358013856
2014-09-30,913.25,-0.358672752808989,0.00875992335067077,-0.358672752808989,-0.0703553798894682,0.0487028452614239,0.695476324794409,108155,0.134483352907897
2014-10-31,1046.5,-0.184174624829468,0.00262780697563314,-0.184174624829468,-0.00483618536895122,0.0383405000242041,28.9585780732145,-115504,-0.00660044063704331
2014-11-28,1016,-0.206404999023629,0.00639763779527569,-0.206404999023629,0.0596959201070689,0.0383405000242041,3.69884493049717,11637,0.0205389368752648
2014-12-31,1019.25,-0.237373737373737,0.00416973264655374,-0.237373737373737,0.140444965849234,0.0383405000242041,4.03053390599573,-71415,-0.00780380890005534
2015-01-30,961,-0.267809523809524,0.00702393340270557,-0.267809523809524,0.224658255405406,0.0376705020773975,1.98854123607145,95003,0.0377403279828471
2015-02-27,1030.75,-0.196452933151432,0.000970167353868456,-0.196452933151432,0.0564439566927931,0.0376705020773975,5.79442855606464,-22763,-0.0437519435584428
2015-03-31,973.25,-0.311826056213541,0.00462368353454923,-0.311826056213541,0.268758327626864,0.0376705020773975,0.829507471442308,92295,0.0158394309886894
2015-04-30,978.5,-0.331625683060109,-0.00255493101686255,-0.331625683060109,0.332975685357507,0.0375906661823739,0.847148588623503,-88995,0.0334540110611092
2015-05-29,934,-0.389841580924383,-0.0157922912205567,-0.389841580924383,0.552096877894377,0.0409480547949565,0.565990081771386,66690,0.0827773936040339
2015-06-30,1056.25,-0.292650259501088,-0.00639053254437871,-0.292650259501088,0.433184789512721,0.0374250928024931,0.770055891809951,-75642,-0.0253481528537334
2015-07-31,980.75,-0.299714387718672,-0.0280397654855977,-0.299714387718672,0.444155419381912,0.0400855540743972,0.615796244377819,-24307,0.115561936197385
2015-08-31,897.5,-0.176227627351996,-0.0111420612813371,-0.176227627351996,0.382155527943822,0.0455457922833982,0.336556747795944,14179,0.234554520974141
2015-09-30,892,-0.18127581459385,0.00224215246636761,-0.18127581459385,0.386501293711325,0.0400263749743194,0.36276715964667,48473,0.240701508756566
2015-10-30,883.75,-0.0323022173555981,0.0022630834512023,-0.0323022173555981,0.819861056336809,0.0399836893948379,0.355842288878983,-67953,0.298115970901558
2015-11-30,881,-0.132874015748031,0.00255391600454025,-0.132874015748031,0.87292509062882,0.0399836893948379,0.378270067509586,54718,0.315215252438938
2015-12-31,871.25,-0.142470472440945,-0.00803443328550935,-0.142470472440945,0.921564404899153,0.0383110133102199,0.423946060697936,-45073,0.359984767784851
2016-01-29,882.25,-0.134412558253618,0.00255029753471248,-0.134412558253618,0.880395858542041,0.0280340264219127,0.454549776939185,55143,0.37212487020696
2016-02-29,853,-0.172447247150134,0.00937866354044559,-0.172447247150134,1.19865401805948,0.0271523283228156,0.382409414731792,-5820,0.420542354087613
2016-03-31,910.75,-0.116420082464225,0.00768597309909413,-0.116420082464225,0.895359806929384,0.0352999469547776,0.520477410952314,78525,0.373868292268171
2016-04-29,1021,0.0490624197277163,0.00857002938295781,0.0490624197277163,0.633491439193829,0.032590594311104,0.880845476653307,20375,0.273161138438285
2016-05-31,1078.5,0.154710920770878,-0.00185442744552622,0.154710920770878,0.342750965043465,0.032590594311104,0.935210989259309,91410,0.205158891781637
2016-06-30,1175,0.258029978586724,-0.000638297872340376,0.258029978586724,0.17879380477616,0.0390251695818383,1.09375937780626,-102060,0.116873365803788
2016-07-29,1032.5,-0.0224852071005918,-0.0121065375302664,-0.0224852071005918,0.0198767677616786,0.0370048079086306,0.705065438170712,-94794,0.241536712786226
2016-08-31,960,-0.0211572775936781,-0.0177083333333333,-0.0211572775936781,0.0204555303085847,0.0370048079086306,0.703348495103573,-58827,0.301676243748716
2016-09-30,954,0.0629526462395547,0.00550314465408808,0.0629526462395547,-0.0590535251196851,0.0359345763782623,0.688080873814183,14152,0.310653379554947
2016-10-31,1002.25,0.134087694483734,0.00947867298578209,0.134087694483734,-0.273731368577928,0.0451152072040603,1.34502275421525,-18184,0.261414027076619
2016-11-30,1032.25,0.168033946251768,0.00871881811576647,0.168033946251768,-0.33979103568368,0.0457383513613762,1.23744113341954,101303,0.231920613833035
2016-12-30,996.5,0.131101021566401,0.00752634219769188,0.131101021566401,-0.249247744569079,0.0474416725980283,1.02154086631405,-96728,0.277459791388723
2017-01-31,1024.5,0.161235477472372,0.00951683748169829,0.161235477472372,-0.360383219272501,0.0474416725980283,1.34361068324807,91719,0.273272999670096
2017-02-28,1025,0.161802210257864,0.0104878048780488,0.161802210257864,-0.332424322736874,0.0472313861619963,1.58816058224667,-37693,0.272785075776542
2017-03-31,946,0.109026963657679,0.0116279069767442,0.109026963657679,-0.292440360959503,0.0492008827482555,0.631742466114247,44237,0.385037793948486
2017-04-28,945.25,0.0378808674169637,0.0116371330335889,0.0378808674169637,-0.152497323039286,0.0492008827482555,0.559551947012831,-91005,0.398416906589348
2017-05-31,916,-0.102840352595495,0.00245633187772931,-0.102840352595495,-0.266422093805918,0.0492008827482555,0.478396287379562,50975,0.449881575308469
2017-06-30,942.25,-0.126332869726472,0.00504112496683473,-0.126332869726472,-0.275078859335715,0.0359803013985512,0.51988321596748,-29970,0.439176002576082
2017-07-31,994.5,-0.0368038740920096,0.0050276520864756,-0.0368038740920096,-0.357575650033265,0.0334264013866395,0.772004457258864,-37391,0.397076383626783
2017-08-31,936.25,-0.0932203389830507,0.0096128170894525,-0.0932203389830507,-0.193802622396077,0.022683686833217,2.39640488357757,36341,0.471645497238994
2017-09-29,968.25,0.00859374999999996,0.010586108959463,0.00859374999999996,-0.43539318321811,0.0238818830697073,4.72806645819297,24869,0.442704853395937
2017-10-31,973.75,0.0207023060796643,0.0112965340179718,0.0207023060796643,-0.497543552780263,0.0238818830697073,1.0708532575056,-17122,0.440339163280375
2017-11-30,985.75,-0.016462958343727,0.012173471975653,-0.016462958343727,-0.528153412437446,0.023618874224836,4.35037349519285,86376,0.42861216201406
2017-12-29,951.75,-0.0779849842576896,0.0105069608615709,-0.0779849842576896,-0.266127864426515,0.0121709332607152,16.9127592711996,-43650,0.47489657146638
2018-01-31,995.75,-0.000752634219769455,0.0112980165704244,-0.000752634219769455,-0.479663769988675,0.0102490128452147,1.27796913719751,79562,0.422703668218081
2018-02-28,1045,0.0200097608589556,0.0100478468899521,0.0200097608589556,-0.436810949518329,0.0126485225087647,1.6604215081154,-10065,0.36332146707307
2018-03-30,1044.75,0.0192682926829268,0.0102895429528596,0.0192682926829268,-0.433044921390634,0.0188447504071207,1.66490247713502,113617,0.326348119316968
2018-04-30,1037.75,0.097857709600635,0.0103589496506866,0.097857709600635,-0.330958562490077,0.0188447504071207,0.94829202550228,-39644,0.333070833711845
2018-05-31,1018.5,0.0774927267918541,0.0046637211585665,0.0774927267918541,-0.197404685208622,0.0159078795590824,0.789330665477113,50824,0.331499463001905
2018-06-29,858.5,-0.0627729257641926,0.00582411182294695,-0.0627729257641926,-1.33935662952107,0.0176897868770089,8.14808218315776,-96367,0.501228171820207
2018-07-31,903.75,-0.0408596444680289,0.00553250345781464,-0.0408596444680289,-1.2729478688485,0.0176897868770089,1.28078401506843,-1537,0.436712741094185
2018-08-31,833,-0.162393162393162,0.0126050420168067,-0.162393162393162,-0.964650726265891,0.01401921869975,1.20504808555317,4318,0.515243774365145
2018-09-28,845.5,-0.0969292389853139,0.0165582495564756,-0.0969292389853139,-1.25472305415232,0.01401921869975,62.1987014280675,57165,0.495570888669129
2018-10-31,839,-0.133488252001033,0.015196662693683,-0.133488252001033,-1.21098784144959,0.01401921869975,19.8589380259107,-102431,0.514431473902848
2018-11-30,894.75,-0.0811296534017971,0.0142497904442582,-0.0811296534017971,-1.06813813264789,0.00284551995877207,1.66104655047453,-37103,0.451494574621143
2018-12-31,882.5,-0.0727607039663776,0.0141643059490084,-0.0727607039663776,-1.06132731016168,0.00383679285648965,1.9494643130658,-60884,0.449221414661832
2019-01-31,915.25,-0.0383504071447333,0.0152963671128108,-0.0383504071447333,-1.17813398564063,-0.00080893358853517,1.24763939492357,35526,0.403930091562918
2019-02-28,897.5,-0.098669344715039,0.0142061281337047,-0.098669344715039,-1.07830933575002,-0.00204713412995265,1.56348970425854,-50028,0.423317795380407
2019-03-29,884.25,-0.153827751196172,0.0152671755725191,-0.153827751196172,-1.050578478885,-0.000854485839908134,1.25440607924366,86902,0.417642103832621
2019-04-30,841.25,-0.194783441014597,0.0151560178306092,-0.194783441014597,-0.850904229293876,-0.00243011892141439,0.730904170432064,-10882,0.444292047955458
2019-05-31,877.75,-0.154179715731149,0.00769011677584741,-0.154179715731149,-0.868380244544524,-0.00669946582156615,1.07740594156535,53711,0.365975996016233
2019-06-28,899.75,-0.116593028964163,0.00527924423450954,-0.116593028964163,-0.972915955413211,-0.00669946582156615,0.794597863801624,-138421,0.341220864105634
2019-07-31,864,0.00640652300524169,0.00578703703703698,0.00640652300524169,-0.163595577714465,-0.00669946582156615,0.589857669132501,-24307,0.344749596002738
2019-08-30,857,-0.051728907330567,0.014002333722287,-0.051728907330567,-0.0385034756914518,-0.00729812886378154,0.556605906552039,20275,0.33686325098796
2019-09-30,906,0.0715552927261978,0.0149006622516556,0.0715552927261978,0.191427796210755,-0.00729812886378154,4.51116502406685,70589,0.266293958803659
2019-10-31,916.75,0.0842696629213486,0.0169075538587402,0.0842696629213486,0.169333532792038,-0.00665342416767957,169.311953458997,-21498,0.208252757198227
2019-11-29,876.75,0.044994040524434,0.0165383518676931,0.044994040524434,0.172411632398398,0.0068897978329531,0.840578226175006,139855,0.211357138754397
2019-12-31,943,0.0539256775635653,0.0132555673382821,0.0539256775635653,0.253296937826298,0.0068897978329531,6.14580028020934,-113788,0.106984532715441
2020-01-31,872.5,-0.0113314447592067,0.0163323782234956,-0.0113314447592067,0.0580401017495074,0.00769427997543962,1.00051460070763,125124,0.153438817205576
2020-02-28,883.5,-0.0346899754165531,0.0104697226938313,-0.0346899754165531,0.137506268706591,0.00769427997543962,0.84405022920579,-62609,0.123780650416637
2020-03-31,886,0.00197907831495625,0.00395033860045158,0.00197907831495625,-0.0334498041041178,0.00769427997543962,0.863754916912688,17115,0.0976122211224156
2020-04-30,850.25,-0.0384506644048629,0.00588062334607464,-0.0384506644048629,0.104385245128157,0.0136695692983937,1.30536926804439,9628,0.136473027888515
2020-05-29,840.75,-0.000594353640416267,0.0032708890871247,-0.000594353640416267,0.0299449011667165,0.0136564857415726,1.11133044888518,72298,0.137079816086721
2020-06-30,884.25,-0.0172270075020842,-0.00621996041843365,-0.0172270075020842,0.143815161534701,0.0136564857415726,11.1653253456804,-63652,0.0794118134144152
2020-07-31,897.5,-0.00250069463739944,-0.00807799442896939,-0.00250069463739944,0.077243552664036,0.0136078418509402,14.0443129644028,12425,0.0446031378152156
2020-08-31,951.25,0.10997666277713,0.00236530880420505,0.10997666277713,-0.244943770135729,0.0173828232612969,53.4328058134492,40350,-0.0294707640670839
2020-09-30,1023.5,0.194282380396733,0.00366389838788472,0.194282380396733,-0.298338699294111,0.0165851652385465,0.873143120499185,129914,-0.102677259992533
2020-10-30,1056.5,0.166114790286976,-0.000236630383341208,0.166114790286976,-0.264187731502189,0.0163351327459737,0.664365147166578,-75854,-0.131510376493255
2020-11-30,1168.5,0.332763045337895,0.000855798031664579,0.332763045337895,-0.304277253539443,0.0163351327459737,0.421638329471664,33142,-0.238164189094277
2020-12-31,1315.25,0.500142571998859,-0.00323132484318567,0.500142571998859,-0.176115599168581,0.0235232585394594,0.289741412343394,-62146,-0.322651554857355
2021-01-29,1370,0.452810180275716,-0.00218978102189782,0.452810180275716,-0.0929283414748708,0.0227489376352301,0.263169910737985,35723,-0.365355326724758
2021-02-26,1405.25,0.610601719197708,-0.000711617149973365,0.610601719197708,0.280492521873896,0.0227489376352301,0.274030387584495,-75992,-0.393396262870911
2021-03-31,1436.75,0.6262026032824,-0.00626413781103186,0.6262026032824,0.252184923999459,0.0227489376352301,0.289829596143087,21609,-0.410039810380097
2021-04-30,1571,0.77313769751693,-0.0233927434754934,0.77313769751693,-0.0215477046567229,0.0268103057855608,0.246420938595965,-62669,-0.494011138147611
2021-05-31,1530.5,0.820398453761522,-0.0316889905259718,0.820398453761522,0.0723352951520959,0.019852865882574,0.259426208756836,-2536,-0.452590222934042
2021-06-30,1450,0.724650609574784,-0.0137931034482759,0.724650609574784,-0.205607750167786,0.00937537435244109,0.15701094210004,-118563,-0.389472976976051
2021-07-30,1414.75,0.599943454905287,-0.0418801908464393,0.599943454905287,-0.025206435430968,0.00881847620373351,0.166820968788393,-28274,-0.345522042932922
2021-08-31,1298.75,0.447075208913649,-0.00481231953801731,0.447075208913649,-0.215490993973141,0.00881847620373351,0.239942175887446,10600,-0.256395587009573
2021-09-30,1256,0.320367936925099,0.00756369426751591,0.320367936925099,0.027545182300917,0.00725643874882714,0.209406641128011,25174,-0.210399171503705
2021-10-29,1235.75,0.207376648754275,0.0111268460449121,0.207376648754275,0.277503224274311,0.00732376614203977,0.219057402665778,-83263,-0.196959994387258
2021-11-30,1217.25,0.152153336488405,0.0075990963236805,0.152153336488405,0.420233898172384,0.00731300496900485,0.223680369513213,60317,-0.18238317298671
2021-12-31,1328.75,0.137141634574241,0.00790216368767638,0.137141634574241,0.401224678678534,0.0131840711126098,0.218852642410935,-40249,-0.28797639658197
2022-01-31,1490.5,0.0879562043795621,0.00318685005031871,0.0879562043795621,0.471803725659893,0.0178565368322187,0.18700677632174,141273,-0.421144246000564
2022-02-28,1644.25,0.170076498843622,-0.0045613501596472,0.170076498843622,0.319786480346059,0.0219748715133483,0.179140809323367,-9105,-0.519316965063898
2022-03-31,1618.25,0.151574452944316,-0.0125135176888614,0.151574452944316,0.419492667180842,0.0147826251146692,0.172272631332808,-1925,-0.506032161819727
2022-04-29,1708.25,0.18896815729946,-0.0137567686228597,0.18896815729946,0.315449999250137,0.0117637340461773,0.160752193590385,-65823,-0.558311696927383
2022-05-31,1683.25,0.0714513049013366,-0.0374275954255161,0.0714513049013366,0.590514361704317,0.0117637340461773,0.148718175545964,57769,-0.545157076123899
2022-06-30,1675,0.0944135903299572,-0.0683582089552239,0.0944135903299572,0.548546336406337,0.007003123289321,0.164900358332858,-112117,-0.546609463670416
2022-07-29,1637,0.128965517241379,-0.0914783139890043,0.128965517241379,0.563687981277412,0.00736148870156662,0.173090058231987,-63345,-0.525969754037039
2022-08-31,1507.5,0.0655592860929495,-0.0563847429519071,0.0655592860929495,0.450323178694212,0.00860593892531629,0.190756662531933,30372,-0.439683428743137
2022-09-30,1364.75,0.0508180943214629,0.00787690053123291,0.0508180943214629,0.373566080978933,0.00800332175406284,0.248224543321238,69817,-0.338638968554435
2022-10-31,1407,0.138579809832086,0.00888415067519555,0.138579809832086,0.11055236385435,0.0081590146817723,0.257901628610918,-106661,-0.358966293512123
2022-11-30,1469.5,0.189156382763504,0.00408302143586248,0.189156382763504,0.0208900767490264,0.00794100493003416,0.219738679116337,70430,-0.402428722256706
2022-12-30,1519.25,0.24810022591908,0.00312654270199109,0.24810022591908,-0.126992255951517,0.00790516795132555,0.207994654597861,-51753,-0.43741921487286
2023-01-31,1538,0.157478833490122,-0.00503901170351106,0.157478833490122,0.00045707266268654,0.00790516795132555,0.225184513669086,99690,-0.452708816860872
2023-02-28,1490.5,-0.000000000000000222044604925031,-0.00771553170077155,-0.000000000000000222044604925031,-0.052336374614039,0.0077292510875472,0.198256757773261,-17216,-0.422742831060654
2023-03-31,1505.5,-0.0843849779534745,-0.0199269345732315,-0.0843849779534745,-0.5429998171119,0.00813114170500138,0.199148541564683,53006,-0.452228309357158
2023-04-28,1444.25,-0.107523559400587,-0.0173100225030293,-0.107523559400587,-0.426314803642273,0.00813114170500138,0.220504485755155,-123476,-0.410693396096744
2023-05-31,1299.75,-0.239133616273965,-0.063089055587613,-0.239133616273965,-0.378762197594625,0.00813114170500138,0.261428580337842,73890,-0.321289283149426
2023-06-30,1557.25,-0.0748551908510323,-0.074008669128271,-0.0748551908510323,1.02970632773759,0.00544886201099969,0.235736478699963,-79552,-0.507096396025731
2023-07-31,1445.75,-0.11682956627978,-0.0520491094587584,-0.11682956627978,0.986342754555328,0.00655907036675905,0.298173463887782,48071,-0.439215766958972
2023-08-31,1360,-0.169211973121564,0.00643382352941169,-0.169211973121564,1.10492754173245,0.00523043334235465,0.353510614216766,60691,-0.386215767996701
2023-09-29,1275,-0.154228855721393,0.0152941176470589,-0.154228855721393,1.13111635143482,0.00350752616078484,0.476339715207815,87630,-0.335145816554557
2023-10-31,1287,-0.0569701410514748,0.0182595182595182,-0.0569701410514748,1.13933643705203,0.00350752616078484,0.626181288340956,-85927,-0.36182835898727
2023-11-30,1342.75,-0.0456645344705049,0.014522435300689,-0.0456645344705049,1.09140402847548,0.00309560775954567,0.545899081147734,32716,-0.417476069259996
2023-12-29,1293.5,-0.119768628785301,0.00347893312717429,-0.119768628785301,1.32715672376975,0.00506878085103112,0.930821625022576,-112319,-0.391080937031706
2024-01-31,1222.25,-0.195491196313971,0.00859071384741261,-0.195491196313971,1.54727505254735,0.0041822769397303,3.759883750896,120653,-0.33393914162398
2024-02-29,1128.25,-0.266417425227568,0.0110791048083314,-0.266417425227568,1.6650426849871,0.0045213669163977,1.10986008540963,-41351,-0.256630677540911
2024-03-29,1191.5,-0.20060382422006,0.0115400755350399,-0.20060382422006,1.33268716971971,0.00401214416208427,1.85878911450578,104883,-0.305839542488552
2024-04-30,1145.5,-0.206854768911199,0.0152771715408118,-0.206854768911199,1.34583806101445,0.00401214416208427,1.10038354999864,-88654,-0.263769295875036
2024-05-31,1205,-0.16565691535399,-0.00124481327800829,-0.16565691535399,1.16989982778989,0.00253538001044454,0.825718471691139,95920,-0.307908664488618
